station,date,entry_exit,trips
Casula Station,2022-07-01,exit,4810
Casula Station,2022-08-01,entry,6510
Casula Station,2022-08-01,exit,5190
Casula Station,2022-09-01,entry,6250
Casula Station,2022-09-01,exit,5160
Casula Station,2022-10-01,entry,6650
Casula Station,2022-10-01,exit,5650
Casula Station,2022-11-01,entry,5270
Casula Station,2022-11-01,exit,4510
Casula Station,2022-12-01,entry,6450
Casula Station,2022-12-01,exit,5460
Casula Station,2023-01-01,entry,5740
Casula Station,2023-01-01,exit,5050
Casula Station,2023-02-01,entry,7580
Casula Station,2023-02-01,exit,6360
Casula Station,2023-03-01,entry,8660
Casula Station,2023-03-01,exit,7060
Casula Station,2023-04-01,entry,6720
Casula Station,2023-04-01,exit,5940
Casula Station,2023-05-01,entry,8870
Casula Station,2023-05-01,exit,7490
Casula Station,2023-06-01,entry,8040
Casula Station,2023-06-01,exit,7080
Casula Station,2023-07-01,entry,7540
Casula Station,2023-07-01,exit,6640
Casula Station,2023-08-01,entry,8970
Casula Station,2023-08-01,exit,7830
Casula Station,2023-09-01,entry,7810
Casula Station,2023-09-01,exit,6740
Casula Station,2023-10-01,entry,8780
Casula Station,2023-10-01,exit,7680
Casula Station,2023-11-01,entry,8580
Casula Station,2023-11-01,exit,7410
Casula Station,2023-12-01,entry,7860
Casula Station,2023-12-01,exit,6640
Casula Station,2024-01-01,entry,7270
Casula Station,2024-01-01,exit,6510
Casula Station,2024-02-01,entry,8870
Casula Station,2024-02-01,exit,7360
Casula Station,2024-03-01,entry,10210
Casula Station,2024-03-01,exit,8780
Casula Station,2024-04-01,entry,8390
Casula Station,2024-04-01,exit,7200
Casula Station,2024-05-01,entry,10260
Casula Station,2024-05-01,exit,8630
Casula Station,2024-06-01,entry,9110
Casula Station,2024-06-01,exit,7910
Casula Station,2024-10-01,entry,9678
Casula Station,2024-10-01,exit,8543
Casula Station,2024-11-01,entry,9037
Casula Station,2024-11-01,exit,8263
Casula Station,2024-12-01,entry,7765
Casula Station,2024-12-01,exit,6897
Casula Station,2025-01-01,entry,6987
Casula Station,2025-01-01,exit,6381
Casula Station,2025-02-01,entry,8586
Casula Station,2025-02-01,exit,7559
Casula Station,2025-03-01,entry,9911
Casula Station,2025-03-01,exit,8720
Casula Station,2025-04-01,entry,9161
Casula Station,2025-04-01,exit,8237
Casula Station,2025-05-01,entry,9290
Casula Station,2025-05-01,exit,7885
Casula Station,2025-06-01,entry,8889
Casula Station,2025-06-01,exit,7690
Casula Station,2025-07-01,entry,8799
Casula Station,2025-07-01,exit,7725
Casula Station,2025-08-01,entry,8883
Casula Station,2025-08-01,exit,7815
Casula Station,2025-09-01,entry,8175
Casula Station,2025-09-01,exit,7168
Central Station,2016-07-01,entry,2452000
Central Station,2016-07-01,exit,2496070
Central Station,2016-08-01,entry,2959280
Central Station,2016-08-01,exit,3017600
Central Station,2016-09-01,entry,2724400
Central Station,2016-09-01,exit,2775680
Central Station,2016-10-01,entry,2725230
Central Station,2016-10-01,exit,2791550
Central Station,2016-11-01,entry,2682490
Central Station,2016-11-01,exit,2731050
Central Station,2016-12-01,entry,2304720
Central Station,2016-12-01,exit,2355540
Central Station,2017-01-01,entry,2301770
Central Station,2017-01-01,exit,2322200
Central Station,2017-02-01,entry,2413890
Central Station,2017-02-01,exit,2439610
Central Station,2017-03-01,entry,3182640
Central Station,2017-03-01,exit,3227920
Central Station,2017-04-01,entry,2651020
Central Station,2017-04-01,exit,2702330
Central Station,2017-05-01,entry,3153900
Central Station,2017-05-01,exit,3217570
Central Station,2017-06-01,entry,2700670
Central Station,2017-06-01,exit,2781940
Central Station,2017-07-01,entry,2645790
Central Station,2017-07-01,exit,2688720
Central Station,2017-08-01,entry,3086640
Central Station,2017-08-01,exit,3141600
Central Station,2017-09-01,entry,2775880
Central Station,2017-09-01,exit,2837740
Central Station,2017-10-01,entry,2852420
Central Station,2017-10-01,exit,2908050
Central Station,2017-11-01,entry,2788980
Central Station,2017-11-01,exit,2848980
Central Station,2017-12-01,entry,2321060
Central Station,2017-12-01,exit,2367830
Central Station,2018-01-01,entry,2270350
Central Station,2018-01-01,exit,2299630
Central Station,2018-02-01,entry,2478980
Central Station,2018-02-01,exit,2523280
Central Station,2018-03-01,entry,3093200
Central Station,2018-03-01,exit,3139660
Central Station,2018-04-01,entry,2812960
Central Station,2018-04-01,exit,2866350
Central Station,2018-05-01,entry,3123000
Central Station,2018-05-01,exit,3190340
Central Station,2018-06-01,entry,2634310
Central Station,2018-06-01,exit,2707300
Central Station,2018-07-01,entry,2686910
Central Station,2018-07-01,exit,2731300
Central Station,2018-08-01,entry,3076580
Central Station,2018-08-01,exit,3139430
Central Station,2018-09-01,entry,2756950
Central Station,2018-09-01,exit,2815870
Central Station,2018-10-01,entry,2877030
Central Station,2018-10-01,exit,2923590
Central Station,2018-11-01,entry,2755430
Central Station,2018-11-01,exit,2815590
Central Station,2018-12-01,entry,2260180
Central Station,2018-12-01,exit,2314130
Central Station,2019-01-01,entry,2328830
Central Station,2019-01-01,exit,2337560
Central Station,2019-02-01,entry,2555910
Central Station,2019-02-01,exit,2624250
Central Station,2019-03-01,entry,3113110
Central Station,2019-03-01,exit,3150240
Central Station,2019-04-01,entry,2798910
Central Station,2019-04-01,exit,2844010
Central Station,2019-05-01,entry,3069180
Central Station,2019-05-01,exit,3112840
Central Station,2019-06-01,entry,2687650
Central Station,2019-06-01,exit,2734700
Central Station,2019-07-01,entry,2861680
Central Station,2019-07-01,exit,2895140
Central Station,2019-08-01,entry,3053390
Central Station,2019-08-01,exit,3101290
Central Station,2019-09-01,entry,2795890
Central Station,2019-09-01,exit,2836710
Central Station,2019-10-01,entry,2973420
Central Station,2019-10-01,exit,3001500
Central Station,2019-11-01,entry,2781810
Central Station,2019-11-01,exit,2820780
Central Station,2019-12-01,entry,2404250
Central Station,2019-12-01,exit,2424180
Central Station,2020-01-01,entry,2304630
Central Station,2020-01-01,exit,2295420
Central Station,2020-02-01,entry,2436180
Central Station,2020-02-01,exit,2449830
Central Station,2020-03-01,entry,1808270
Central Station,2020-03-01,exit,1810120
Central Station,2020-04-01,entry,379280
Central Station,2020-04-01,exit,378440
Central Station,2020-05-01,entry,576880
Central Station,2020-05-01,exit,573430
Central Station,2020-06-01,entry,911680
Central Station,2020-06-01,exit,909200
Central Station,2020-07-01,entry,1071800
Central Station,2020-07-01,exit,1079620
Central Station,2020-08-01,entry,1031710
Central Station,2020-08-01,exit,1030390
Central Station,2020-09-01,entry,1076200
Central Station,2020-09-01,exit,1083000
Central Station,2020-10-01,entry,1181580
Central Station,2020-10-01,exit,1185260
Central Station,2020-11-01,entry,1272610
Central Station,2020-11-01,exit,1283520
Central Station,2020-12-01,entry,1158230
Central Station,2020-12-01,exit,1161280
Central Station,2021-01-01,entry,1003570
Central Station,2021-01-01,exit,1016090
Central Station,2021-02-01,entry,1380120
Central Station,2021-02-01,exit,1391480
Central Station,2021-03-01,entry,1688360
Central Station,2021-03-01,exit,1701460
Central Station,2021-04-01,entry,1667340
Central Station,2021-04-01,exit,1688110
Central Station,2021-05-01,entry,1613990
Central Station,2021-05-01,exit,1613080
Central Station,2021-06-01,entry,1242940
Central Station,2021-06-01,exit,1249350
Central Station,2021-07-01,entry,332900
Central Station,2021-07-01,exit,328150
Central Station,2021-08-01,entry,251810
Central Station,2021-08-01,exit,245530
Central Station,2021-09-01,entry,270420
Central Station,2021-09-01,exit,264870
Central Station,2021-10-01,entry,588070
Central Station,2021-10-01,exit,596470
Central Station,2021-11-01,entry,1009300
Central Station,2021-11-01,exit,1026340
Central Station,2021-12-01,entry,945440
Central Station,2021-12-01,exit,971340
Central Station,2022-01-01,entry,664700
Central Station,2022-01-01,exit,674240
Central Station,2022-02-01,entry,946430
Central Station,2022-02-01,exit,970130
Central Station,2022-03-01,entry,1307410
Central Station,2022-03-01,exit,1343350
Central Station,2022-04-01,entry,1370520
Central Station,2022-04-01,exit,1388900
Central Station,2022-05-01,entry,1488470
Central Station,2022-05-01,exit,1525160
Central Station,2022-06-01,entry,1482910
Central Station,2022-06-01,exit,1561810
Central Station,2022-07-01,entry,1315120
Central Station,2022-07-01,exit,1345440
Central Station,2022-08-01,entry,1377780
Central Station,2022-08-01,exit,1438610
Central Station,2022-09-01,entry,1411610
Central Station,2022-09-01,exit,1476930
Central Station,2022-10-01,entry,1596170
Central Station,2022-10-01,exit,1642630
Central Station,2022-11-01,entry,1289230
Central Station,2022-11-01,exit,1334540
Central Station,2022-12-01,entry,1437050
Central Station,2022-12-01,exit,1475370
Central Station,2023-01-01,entry,1451340
Central Station,2023-01-01,exit,1478210
Central Station,2023-02-01,entry,1765540
Central Station,2023-02-01,exit,1796170
Central Station,2023-03-01,entry,2073700
Central Station,2023-03-01,exit,2137650
Central Station,2023-04-01,entry,1709260
Central Station,2023-04-01,exit,1743640
Central Station,2023-05-01,entry,1926910
Central Station,2023-05-01,exit,1987960
Central Station,2023-06-01,entry,1783830
Central Station,2023-06-01,exit,1878230
Central Station,2023-07-01,entry,1806150
Central Station,2023-07-01,exit,1832720
Central Station,2023-08-01,entry,2074910
Central Station,2023-08-01,exit,2116170
Central Station,2023-09-01,entry,2007410
Central Station,2023-09-01,exit,2048950
Central Station,2023-10-01,entry,2076610
Central Station,2023-10-01,exit,2110430
Central Station,2023-11-01,entry,1955470
Central Station,2023-11-01,exit,1995330
Central Station,2023-12-01,entry,1634160
Central Station,2023-12-01,exit,1679150
Central Station,2024-01-01,entry,1605390
Central Station,2024-01-01,exit,1637650
Central Station,2024-02-01,entry,2067800
Central Station,2024-02-01,exit,2119880
Central Station,2024-03-01,entry,2291500
Central Station,2024-03-01,exit,2337780
Central Station,2024-04-01,entry,1960320
Central Station,2024-04-01,exit,2017080
Central Station,2024-05-01,entry,2105430
Central Station,2024-05-01,exit,2196770
Central Station,2024-06-01,entry,1788970
Central Station,2024-06-01,exit,1860730
Central Station,2024-10-01,entry,2291227
Central Station,2024-10-01,exit,2348040
Central Station,2024-11-01,entry,2036067
Central Station,2024-11-01,exit,2094407
Central Station,2024-12-01,entry,1668865
Central Station,2024-12-01,exit,1723793
Central Station,2025-01-01,entry,1646774
Central Station,2025-01-01,exit,1706386
Central Station,2025-02-01,entry,1958407
Central Station,2025-02-01,exit,2031464
Central Station,2025-03-01,entry,2412586
Central Station,2025-03-01,exit,2462188
Central Station,2025-04-01,entry,2174771
Central Station,2025-04-01,exit,2242834
Central Station,2025-05-01,entry,2078247
Central Station,2025-05-01,exit,2173381
Central Station,2025-06-01,entry,1981218
Central Station,2025-06-01,exit,2064692
Central Station,2025-07-01,entry,1994180
Central Station,2025-07-01,exit,2071142
Central Station,2025-08-01,entry,2169682
Central Station,2025-08-01,exit,2234345
Central Station,2025-09-01,entry,1921421
Central Station,2025-09-01,exit,1998506
Chatswood Station,2016-07-01,entry,672020
Chatswood Station,2016-07-01,exit,695540
Chatswood Station,2016-08-01,entry,751320
Chatswood Station,2016-08-01,exit,783420
Chatswood Station,2016-09-01,entry,687060
Chatswood Station,2016-09-01,exit,718950
Chatswood Station,2016-10-01,entry,697250
Chatswood Station,2016-10-01,exit,725680
Chatswood Station,2016-11-01,entry,727060
Chatswood Station,2016-11-01,exit,757590
Chatswood Station,2016-12-01,entry,643880
Chatswood Station,2016-12-01,exit,666430
Chatswood Station,2017-01-01,entry,610270
Chatswood Station,2017-01-01,exit,637610
Chatswood Station,2017-02-01,entry,659310
Chatswood Station,2017-02-01,exit,687680
Chatswood Station,2017-03-01,entry,773740
Chatswood Station,2017-03-01,exit,811460
Chatswood Station,2017-04-01,entry,623830
Chatswood Station,2017-04-01,exit,649300
Chatswood Station,2017-05-01,entry,778110
Chatswood Station,2017-05-01,exit,812670
Chatswood Station,2017-06-01,entry,729130
Chatswood Station,2017-06-01,exit,761140
Chatswood Station,2017-07-01,entry,685650
Chatswood Station,2017-07-01,exit,712330
Chatswood Station,2017-08-01,entry,759490
Chatswood Station,2017-08-01,exit,794450
Chatswood Station,2017-09-01,entry,718390
Chatswood Station,2017-09-01,exit,752440
Chatswood Station,2017-10-01,entry,725430
Chatswood Station,2017-10-01,exit,757490
Chatswood Station,2017-11-01,entry,717800
Chatswood Station,2017-11-01,exit,752690
Chatswood Station,2017-12-01,entry,679770
Chatswood Station,2017-12-01,exit,704050
Chatswood Station,2018-01-01,entry,617480
Chatswood Station,2018-01-01,exit,645640
Chatswood Station,2018-02-01,entry,609630
Chatswood Station,2018-02-01,exit,640140
Chatswood Station,2018-03-01,entry,750870
Chatswood Station,2018-03-01,exit,784110
Chatswood Station,2018-04-01,entry,686680
Chatswood Station,2018-04-01,exit,711160
Chatswood Station,2018-05-01,entry,738810
Chatswood Station,2018-05-01,exit,775110
Chatswood Station,2018-06-01,entry,716070
Chatswood Station,2018-06-01,exit,746550
Chatswood Station,2018-07-01,entry,725350
Chatswood Station,2018-07-01,exit,755260
Chatswood Station,2018-08-01,entry,732640
Chatswood Station,2018-08-01,exit,769700
Chatswood Station,2018-09-01,entry,715040
Chatswood Station,2018-09-01,exit,745460
Chatswood Station,2018-10-01,entry,775790
Chatswood Station,2018-10-01,exit,796010
Chatswood Station,2018-11-01,entry,767980
Chatswood Station,2018-11-01,exit,793070
Chatswood Station,2018-12-01,entry,711100
Chatswood Station,2018-12-01,exit,726630
Chatswood Station,2019-01-01,entry,653260
Chatswood Station,2019-01-01,exit,672780
Chatswood Station,2019-02-01,entry,741860
Chatswood Station,2019-02-01,exit,763380
Chatswood Station,2019-03-01,entry,845450
Chatswood Station,2019-03-01,exit,871230
Chatswood Station,2019-04-01,entry,772230
Chatswood Station,2019-04-01,exit,794360
Chatswood Station,2019-05-01,entry,892060
Chatswood Station,2019-05-01,exit,926080
Chatswood Station,2019-06-01,entry,805140
Chatswood Station,2019-06-01,exit,835470
Chatswood Station,2019-07-01,entry,838770
Chatswood Station,2019-07-01,exit,870450
Chatswood Station,2019-08-01,entry,824340
Chatswood Station,2019-08-01,exit,859220
Chatswood Station,2019-09-01,entry,792310
Chatswood Station,2019-09-01,exit,823270
Chatswood Station,2019-10-01,entry,857260
Chatswood Station,2019-10-01,exit,889770
Chatswood Station,2019-11-01,entry,823920
Chatswood Station,2019-11-01,exit,856280
Chatswood Station,2019-12-01,entry,784680
Chatswood Station,2019-12-01,exit,809130
Chatswood Station,2020-01-01,entry,717760
Chatswood Station,2020-01-01,exit,747030
Chatswood Station,2020-02-01,entry,703140
Chatswood Station,2020-02-01,exit,739040
Chatswood Station,2020-03-01,entry,488480
Chatswood Station,2020-03-01,exit,512250
Chatswood Station,2020-04-01,entry,120520
Chatswood Station,2020-04-01,exit,123990
Chatswood Station,2020-05-01,entry,209900
Chatswood Station,2020-05-01,exit,216160
Chatswood Station,2020-06-01,entry,363450
Chatswood Station,2020-06-01,exit,375770
Chatswood Station,2020-07-01,entry,399670
Chatswood Station,2020-07-01,exit,413610
Chatswood Station,2020-08-01,entry,387330
Chatswood Station,2020-08-01,exit,400930
Chatswood Station,2020-09-01,entry,409210
Chatswood Station,2020-09-01,exit,423720
Chatswood Station,2020-10-01,entry,411950
Chatswood Station,2020-10-01,exit,426770
Chatswood Station,2020-11-01,entry,464520
Chatswood Station,2020-11-01,exit,481910
Chatswood Station,2020-12-01,entry,448920
Chatswood Station,2020-12-01,exit,462110
Chatswood Station,2021-01-01,entry,367870
Chatswood Station,2021-01-01,exit,378580
Chatswood Station,2021-02-01,entry,472330
Chatswood Station,2021-02-01,exit,494050
Chatswood Station,2021-03-01,entry,525180
Chatswood Station,2021-03-01,exit,548370
Chatswood Station,2021-04-01,entry,532960
Chatswood Station,2021-04-01,exit,552840
Chatswood Station,2021-05-01,entry,565580
Chatswood Station,2021-05-01,exit,593990
Chatswood Station,2021-06-01,entry,438740
Chatswood Station,2021-06-01,exit,457040
Chatswood Station,2021-07-01,entry,109730
Chatswood Station,2021-07-01,exit,112400
Chatswood Station,2021-08-01,entry,91600
Chatswood Station,2021-08-01,exit,94470
Chatswood Station,2021-09-01,entry,98660
Chatswood Station,2021-09-01,exit,101820
Chatswood Station,2021-10-01,entry,257270
Chatswood Station,2021-10-01,exit,267010
Chatswood Station,2021-11-01,entry,403480
Chatswood Station,2021-11-01,exit,421800
Chatswood Station,2021-12-01,entry,387530
Chatswood Station,2021-12-01,exit,402540
Chatswood Station,2022-01-01,entry,275750
Chatswood Station,2022-01-01,exit,284200
Chatswood Station,2022-02-01,entry,360400
Chatswood Station,2022-02-01,exit,372710
Chatswood Station,2022-03-01,entry,408530
Chatswood Station,2022-03-01,exit,425370
Chatswood Station,2022-04-01,entry,445280
Chatswood Station,2022-04-01,exit,462970
Chatswood Station,2022-05-01,entry,502450
Chatswood Station,2022-05-01,exit,522980
Chatswood Station,2022-06-01,entry,519210
Chatswood Station,2022-06-01,exit,534630
Chatswood Station,2022-07-01,entry,457130
Chatswood Station,2022-07-01,exit,471160
Chatswood Station,2022-08-01,entry,453590
Chatswood Station,2022-08-01,exit,474910
Chatswood Station,2022-09-01,entry,466400
Chatswood Station,2022-09-01,exit,487390
Chatswood Station,2022-10-01,entry,424120
Chatswood Station,2022-10-01,exit,440600
Chatswood Station,2022-11-01,entry,437230
Chatswood Station,2022-11-01,exit,453040
Chatswood Station,2022-12-01,entry,555930
Chatswood Station,2022-12-01,exit,566950
Chatswood Station,2023-01-01,entry,493710
Chatswood Station,2023-01-01,exit,510770
Chatswood Station,2023-02-01,entry,536680
Chatswood Station,2023-02-01,exit,559470
Chatswood Station,2023-03-01,entry,651640
Chatswood Station,2023-03-01,exit,675370
Chatswood Station,2023-04-01,entry,562000
Chatswood Station,2023-04-01,exit,577990
Chatswood Station,2023-05-01,entry,642580
Chatswood Station,2023-05-01,exit,669430
Chatswood Station,2023-06-01,entry,642540
Chatswood Station,2023-06-01,exit,664690
Chatswood Station,2023-07-01,entry,647980
Chatswood Station,2023-07-01,exit,669590
Chatswood Station,2023-08-01,entry,687100
Chatswood Station,2023-08-01,exit,714970
Chatswood Station,2023-09-01,entry,662900
Chatswood Station,2023-09-01,exit,684940
Chatswood Station,2023-10-01,entry,662220
Chatswood Station,2023-10-01,exit,684240
Chatswood Station,2023-11-01,entry,680320
Chatswood Station,2023-11-01,exit,709080
Chatswood Station,2023-12-01,entry,583880
Chatswood Station,2023-12-01,exit,601800
Chatswood Station,2024-01-01,entry,548400
Chatswood Station,2024-01-01,exit,568340
Chatswood Station,2024-02-01,entry,668400
Chatswood Station,2024-02-01,exit,693740
Chatswood Station,2024-03-01,entry,689190
Chatswood Station,2024-03-01,exit,711560
Chatswood Station,2024-04-01,entry,600610
Chatswood Station,2024-04-01,exit,621290
Chatswood Station,2024-05-01,entry,694510
Chatswood Station,2024-05-01,exit,716110
Chatswood Station,2024-06-01,entry,646470
Chatswood Station,2024-06-01,exit,666910
Chatswood Station,2024-10-01,entry,805775
Chatswood Station,2024-10-01,exit,832389
Chatswood Station,2024-11-01,entry,797258
Chatswood Station,2024-11-01,exit,822656
Chatswood Station,2024-12-01,entry,755727
Chatswood Station,2024-12-01,exit,774126
Chatswood Station,2025-01-01,entry,686826
Chatswood Station,2025-01-01,exit,711607
Chatswood Station,2025-02-01,entry,776294
Chatswood Station,2025-02-01,exit,803153
Chatswood Station,2025-03-01,entry,864899
Chatswood Station,2025-03-01,exit,898301
Chatswood Station,2025-04-01,entry,785144
Chatswood Station,2025-04-01,exit,811436
Chatswood Station,2025-05-01,entry,841191
Chatswood Station,2025-05-01,exit,873307
Chatswood Station,2025-06-01,entry,830131
Chatswood Station,2025-06-01,exit,859357
Chatswood Station,2025-07-01,entry,812957
Chatswood Station,2025-07-01,exit,838868
Chatswood Station,2025-08-01,entry,843666
Chatswood Station,2025-08-01,exit,871940
Chatswood Station,2025-09-01,entry,782359
Chatswood Station,2025-09-01,exit,811696
Cheltenham Station,2016-07-01,entry,23990
Cheltenham Station,2016-07-01,exit,21230
Cheltenham Station,2016-08-01,entry,33130
Cheltenham Station,2016-08-01,exit,28370
Cheltenham Station,2016-09-01,entry,29590
Cheltenham Station,2016-09-01,exit,25380
Cheltenham Station,2016-10-01,entry,27510
Cheltenham Station,2016-10-01,exit,24070
Cheltenham Station,2016-11-01,entry,31820
Cheltenham Station,2016-11-01,exit,27410
Cheltenham Station,2016-12-01,entry,24640
Cheltenham Station,2016-12-01,exit,21620
Cheltenham Station,2017-01-01,entry,20110
Cheltenham Station,2017-01-01,exit,18650
Cheltenham Station,2017-02-01,entry,30040
Cheltenham Station,2017-02-01,exit,25620
Cheltenham Station,2017-03-01,entry,36060
Cheltenham Station,2017-03-01,exit,31230
Cheltenham Station,2017-04-01,entry,24820
Cheltenham Station,2017-04-01,exit,21800
Cheltenham Station,2017-05-01,entry,37370
Cheltenham Station,2017-05-01,exit,31800
Cheltenham Station,2017-06-01,entry,31420
Cheltenham Station,2017-06-01,exit,26110
Cheltenham Station,2017-07-01,entry,27000
Cheltenham Station,2017-07-01,exit,24040
Cheltenham Station,2017-08-01,entry,34750
Cheltenham Station,2017-08-01,exit,29540
Cheltenham Station,2017-09-01,entry,29630
Cheltenham Station,2017-09-01,exit,25640
Cheltenham Station,2017-10-01,entry,30100
Cheltenham Station,2017-10-01,exit,25850
Cheltenham Station,2017-11-01,entry,32210
Cheltenham Station,2017-11-01,exit,27420
Cheltenham Station,2017-12-01,entry,23450
Cheltenham Station,2017-12-01,exit,20510
Cheltenham Station,2018-01-01,entry,15610
Cheltenham Station,2018-01-01,exit,13880
Cheltenham Station,2018-02-01,entry,30530
Cheltenham Station,2018-02-01,exit,25730
Cheltenham Station,2018-03-01,entry,34750
Cheltenham Station,2018-03-01,exit,29230
Cheltenham Station,2018-04-01,entry,27510
Cheltenham Station,2018-04-01,exit,23980
Cheltenham Station,2018-05-01,entry,37680
Cheltenham Station,2018-05-01,exit,31790
Cheltenham Station,2018-06-01,entry,30800
Cheltenham Station,2018-06-01,exit,25840
Cheltenham Station,2018-07-01,entry,27660
Cheltenham Station,2018-07-01,exit,24300
Cheltenham Station,2018-08-01,entry,34880
Cheltenham Station,2018-08-01,exit,29660
Cheltenham Station,2018-09-01,entry,30890
Cheltenham Station,2018-09-01,exit,26260
Cheltenham Station,2018-10-01,entry,23660
Cheltenham Station,2018-10-01,exit,20560
Cheltenham Station,2018-11-01,entry,27790
Cheltenham Station,2018-11-01,exit,23800
Cheltenham Station,2018-12-01,entry,20030
Cheltenham Station,2018-12-01,exit,17590
Cheltenham Station,2019-01-01,entry,15960
Cheltenham Station,2019-01-01,exit,14780
Cheltenham Station,2019-02-01,entry,28430
Cheltenham Station,2019-02-01,exit,24320
Cheltenham Station,2019-03-01,entry,31550
Cheltenham Station,2019-03-01,exit,26800
Cheltenham Station,2019-04-01,entry,24300
Cheltenham Station,2019-04-01,exit,20970
Cheltenham Station,2019-05-01,entry,33600
Cheltenham Station,2019-05-01,exit,28570
Cheltenham Station,2019-06-01,entry,27790
Cheltenham Station,2019-06-01,exit,23090
Cheltenham Station,2019-07-01,entry,25970
Cheltenham Station,2019-07-01,exit,22610
Cheltenham Station,2019-08-01,entry,32120
Cheltenham Station,2019-08-01,exit,27080
Cheltenham Station,2019-09-01,entry,29270
Cheltenham Station,2019-09-01,exit,24750
Cheltenham Station,2019-10-01,entry,26210
Cheltenham Station,2019-10-01,exit,22660
Cheltenham Station,2019-11-01,entry,28870
Cheltenham Station,2019-11-01,exit,24470
Cheltenham Station,2019-12-01,entry,21720
Cheltenham Station,2019-12-01,exit,19110
Cheltenham Station,2020-01-01,entry,15970
Cheltenham Station,2020-01-01,exit,15000
Cheltenham Station,2020-02-01,entry,28340
Cheltenham Station,2020-02-01,exit,23150
Cheltenham Station,2020-03-01,entry,19940
Cheltenham Station,2020-03-01,exit,16320
Cheltenham Station,2020-04-01,entry,1780
Cheltenham Station,2020-04-01,exit,1780
Cheltenham Station,2020-05-01,entry,6130
Cheltenham Station,2020-05-01,exit,4990
Cheltenham Station,2020-06-01,entry,13750
Cheltenham Station,2020-06-01,exit,10400
Cheltenham Station,2020-07-01,entry,11300
Cheltenham Station,2020-07-01,exit,9070
Cheltenham Station,2020-08-01,entry,14500
Cheltenham Station,2020-08-01,exit,10910
Cheltenham Station,2020-09-01,entry,14500
Cheltenham Station,2020-09-01,exit,11270
Cheltenham Station,2020-10-01,entry,13290
Cheltenham Station,2020-10-01,exit,10500
Cheltenham Station,2020-11-01,entry,16550
Cheltenham Station,2020-11-01,exit,12610
Cheltenham Station,2020-12-01,entry,12280
Cheltenham Station,2020-12-01,exit,9810
Cheltenham Station,2021-01-01,entry,6510
Cheltenham Station,2021-01-01,exit,6050
Cheltenham Station,2021-02-01,entry,19960
Cheltenham Station,2021-02-01,exit,15900
Cheltenham Station,2021-03-01,entry,24090
Cheltenham Station,2021-03-01,exit,18480
Cheltenham Station,2021-04-01,entry,17030
Cheltenham Station,2021-04-01,exit,13950
Cheltenham Station,2021-05-01,entry,22880
Cheltenham Station,2021-05-01,exit,17720
Cheltenham Station,2021-06-01,entry,17890
Cheltenham Station,2021-06-01,exit,13700
Cheltenham Station,2021-07-01,entry,1670
Cheltenham Station,2021-07-01,exit,1580
Cheltenham Station,2021-08-01,entry,1360
Cheltenham Station,2021-08-01,exit,1260
Cheltenham Station,2021-09-01,entry,1490
Cheltenham Station,2021-09-01,exit,1380
Cheltenham Station,2021-10-01,entry,6140
Cheltenham Station,2021-10-01,exit,5160
Cheltenham Station,2021-11-01,entry,17320
Cheltenham Station,2021-11-01,exit,13570
Cheltenham Station,2021-12-01,entry,11500
Cheltenham Station,2021-12-01,exit,9260
Cheltenham Station,2022-01-01,entry,4190
Cheltenham Station,2022-01-01,exit,4150
Cheltenham Station,2022-02-01,entry,15160
Cheltenham Station,2022-02-01,exit,11980
Cheltenham Station,2022-03-01,entry,16920
Cheltenham Station,2022-03-01,exit,13020
Cheltenham Station,2022-04-01,entry,12790
Cheltenham Station,2022-04-01,exit,10560
Cheltenham Station,2022-05-01,entry,21090
Cheltenham Station,2022-05-01,exit,16160
Cheltenham Station,2022-06-01,entry,19400
Cheltenham Station,2022-06-01,exit,14380
Cheltenham Station,2022-07-01,entry,12240
Cheltenham Station,2022-07-01,exit,9530
Cheltenham Station,2022-08-01,entry,20840
Cheltenham Station,2022-08-01,exit,15010
Cheltenham Station,2022-09-01,entry,16870
Cheltenham Station,2022-09-01,exit,12740
Cheltenham Station,2022-10-01,entry,16680
Cheltenham Station,2022-10-01,exit,13280
Cheltenham Station,2022-11-01,entry,15370
Cheltenham Station,2022-11-01,exit,12140
Cheltenham Station,2022-12-01,entry,13780
Cheltenham Station,2022-12-01,exit,11910
Cheltenham Station,2023-01-01,entry,9030
Cheltenham Station,2023-01-01,exit,8420
Cheltenham Station,2023-02-01,entry,21890
Cheltenham Station,2023-02-01,exit,17690
Cheltenham Station,2023-03-01,entry,22960
Cheltenham Station,2023-03-01,exit,18390
Cheltenham Station,2023-04-01,entry,13290
Cheltenham Station,2023-04-01,exit,11660
Cheltenham Station,2023-05-01,entry,23310
Cheltenham Station,2023-05-01,exit,19290
Cheltenham Station,2023-06-01,entry,20590
Cheltenham Station,2023-06-01,exit,16910
Cheltenham Station,2023-07-01,entry,16080
Cheltenham Station,2023-07-01,exit,13960
Cheltenham Station,2023-08-01,entry,22970
Cheltenham Station,2023-08-01,exit,18880
Cheltenham Station,2023-09-01,entry,18920
Cheltenham Station,2023-09-01,exit,15770
Cheltenham Station,2023-10-01,entry,18880
Cheltenham Station,2023-10-01,exit,16070
Cheltenham Station,2023-11-01,entry,20880
Cheltenham Station,2023-11-01,exit,17820
Cheltenham Station,2023-12-01,entry,14560
Cheltenham Station,2023-12-01,exit,12760
Cheltenham Station,2024-01-01,entry,9890
Cheltenham Station,2024-01-01,exit,9310
