station,date,entry_exit,trips
Cheltenham Station,2024-02-01,entry,22850
Cheltenham Station,2024-02-01,exit,18930
Cheltenham Station,2024-03-01,entry,24020
Cheltenham Station,2024-03-01,exit,19250
Cheltenham Station,2024-04-01,entry,17300
Cheltenham Station,2024-04-01,exit,14750
Cheltenham Station,2024-05-01,entry,26330
Cheltenham Station,2024-05-01,exit,21290
Cheltenham Station,2024-06-01,entry,21150
Cheltenham Station,2024-06-01,exit,16970
Cheltenham Station,2024-10-01,entry,20745
Cheltenham Station,2024-10-01,exit,17446
Cheltenham Station,2024-11-01,entry,21194
Cheltenham Station,2024-11-01,exit,17628
Cheltenham Station,2024-12-01,entry,16152
Cheltenham Station,2024-12-01,exit,13988
Cheltenham Station,2025-01-01,entry,9918
Cheltenham Station,2025-01-01,exit,9272
Cheltenham Station,2025-02-01,entry,21314
Cheltenham Station,2025-02-01,exit,17545
Cheltenham Station,2025-03-01,entry,25803
Cheltenham Station,2025-03-01,exit,21686
Cheltenham Station,2025-04-01,entry,17886
Cheltenham Station,2025-04-01,exit,15568
Cheltenham Station,2025-05-01,entry,23679
Cheltenham Station,2025-05-01,exit,19265
Cheltenham Station,2025-06-01,entry,22929
Cheltenham Station,2025-06-01,exit,18806
Cheltenham Station,2025-07-01,entry,18110
Cheltenham Station,2025-07-01,exit,15851
Cheltenham Station,2025-08-01,entry,22107
Cheltenham Station,2025-08-01,exit,18876
Cheltenham Station,2025-09-01,entry,21851
Cheltenham Station,2025-09-01,exit,18689
Chester Hill Station,2016-07-01,entry,21670
Chester Hill Station,2016-07-01,exit,19640
Chester Hill Station,2016-08-01,entry,28300
Chester Hill Station,2016-08-01,exit,25500
Chester Hill Station,2016-09-01,entry,25340
Chester Hill Station,2016-09-01,exit,22780
Chester Hill Station,2016-10-01,entry,26110
Chester Hill Station,2016-10-01,exit,23560
Chester Hill Station,2016-11-01,entry,26640
Chester Hill Station,2016-11-01,exit,23890
Chester Hill Station,2016-12-01,entry,22540
Chester Hill Station,2016-12-01,exit,20190
Chester Hill Station,2017-01-01,entry,21350
Chester Hill Station,2017-01-01,exit,19780
Chester Hill Station,2017-02-01,entry,23400
Chester Hill Station,2017-02-01,exit,21160
Chester Hill Station,2017-03-01,entry,29160
Chester Hill Station,2017-03-01,exit,26580
Chester Hill Station,2017-04-01,entry,23900
Chester Hill Station,2017-04-01,exit,21860
Chester Hill Station,2017-05-01,entry,29700
Chester Hill Station,2017-05-01,exit,26480
Chester Hill Station,2017-06-01,entry,27080
Chester Hill Station,2017-06-01,exit,24550
Chester Hill Station,2017-07-01,entry,26540
Chester Hill Station,2017-07-01,exit,24120
Chester Hill Station,2017-08-01,entry,29970
Chester Hill Station,2017-08-01,exit,26750
Chester Hill Station,2017-09-01,entry,28830
Chester Hill Station,2017-09-01,exit,25960
Chester Hill Station,2017-10-01,entry,29960
Chester Hill Station,2017-10-01,exit,27340
Chester Hill Station,2017-11-01,entry,31040
Chester Hill Station,2017-11-01,exit,27880
Chester Hill Station,2017-12-01,entry,25870
Chester Hill Station,2017-12-01,exit,23370
Chester Hill Station,2018-01-01,entry,24100
Chester Hill Station,2018-01-01,exit,22410
Chester Hill Station,2018-02-01,entry,25770
Chester Hill Station,2018-02-01,exit,23160
Chester Hill Station,2018-03-01,entry,32390
Chester Hill Station,2018-03-01,exit,29160
Chester Hill Station,2018-04-01,entry,29500
Chester Hill Station,2018-04-01,exit,27150
Chester Hill Station,2018-05-01,entry,33250
Chester Hill Station,2018-05-01,exit,30530
Chester Hill Station,2018-06-01,entry,29740
Chester Hill Station,2018-06-01,exit,27370
Chester Hill Station,2018-07-01,entry,30160
Chester Hill Station,2018-07-01,exit,28250
Chester Hill Station,2018-08-01,entry,32160
Chester Hill Station,2018-08-01,exit,29850
Chester Hill Station,2018-09-01,entry,31330
Chester Hill Station,2018-09-01,exit,29070
Chester Hill Station,2018-10-01,entry,31880
Chester Hill Station,2018-10-01,exit,29710
Chester Hill Station,2018-11-01,entry,31490
Chester Hill Station,2018-11-01,exit,28920
Chester Hill Station,2018-12-01,entry,28300
Chester Hill Station,2018-12-01,exit,25770
Chester Hill Station,2019-01-01,entry,26090
Chester Hill Station,2019-01-01,exit,24570
Chester Hill Station,2019-02-01,entry,29010
Chester Hill Station,2019-02-01,exit,26340
Chester Hill Station,2019-03-01,entry,34300
Chester Hill Station,2019-03-01,exit,31180
Chester Hill Station,2019-04-01,entry,30580
Chester Hill Station,2019-04-01,exit,28650
Chester Hill Station,2019-05-01,entry,33820
Chester Hill Station,2019-05-01,exit,30880
Chester Hill Station,2019-06-01,entry,29150
Chester Hill Station,2019-06-01,exit,26760
Chester Hill Station,2019-07-01,entry,31940
Chester Hill Station,2019-07-01,exit,29890
Chester Hill Station,2019-08-01,entry,33310
Chester Hill Station,2019-08-01,exit,30400
Chester Hill Station,2019-09-01,entry,32290
Chester Hill Station,2019-09-01,exit,29340
Chester Hill Station,2019-10-01,entry,32880
Chester Hill Station,2019-10-01,exit,30010
Chester Hill Station,2019-11-01,entry,30630
Chester Hill Station,2019-11-01,exit,27870
Chester Hill Station,2019-12-01,entry,28870
Chester Hill Station,2019-12-01,exit,26230
Chester Hill Station,2020-01-01,entry,25410
Chester Hill Station,2020-01-01,exit,23900
Chester Hill Station,2020-02-01,entry,26690
Chester Hill Station,2020-02-01,exit,23850
Chester Hill Station,2020-03-01,entry,22910
Chester Hill Station,2020-03-01,exit,20860
Chester Hill Station,2020-04-01,entry,8400
Chester Hill Station,2020-04-01,exit,8230
Chester Hill Station,2020-05-01,entry,11130
Chester Hill Station,2020-05-01,exit,10520
Chester Hill Station,2020-06-01,entry,17920
Chester Hill Station,2020-06-01,exit,16380
Chester Hill Station,2020-07-01,entry,18270
Chester Hill Station,2020-07-01,exit,16900
Chester Hill Station,2020-08-01,entry,17290
Chester Hill Station,2020-08-01,exit,16190
Chester Hill Station,2020-09-01,entry,18290
Chester Hill Station,2020-09-01,exit,17160
Chester Hill Station,2020-10-01,entry,18300
Chester Hill Station,2020-10-01,exit,17240
Chester Hill Station,2020-11-01,entry,18510
Chester Hill Station,2020-11-01,exit,17220
Chester Hill Station,2020-12-01,entry,17640
Chester Hill Station,2020-12-01,exit,16470
Chester Hill Station,2021-01-01,entry,13700
Chester Hill Station,2021-01-01,exit,13050
Chester Hill Station,2021-02-01,entry,18760
Chester Hill Station,2021-02-01,exit,17280
Chester Hill Station,2021-03-01,entry,21800
Chester Hill Station,2021-03-01,exit,19350
Chester Hill Station,2021-04-01,entry,20510
Chester Hill Station,2021-04-01,exit,19000
Chester Hill Station,2021-05-01,entry,20650
Chester Hill Station,2021-05-01,exit,18980
Chester Hill Station,2021-06-01,entry,18780
Chester Hill Station,2021-06-01,exit,17480
Chester Hill Station,2021-07-01,entry,6920
Chester Hill Station,2021-07-01,exit,7060
Chester Hill Station,2021-08-01,entry,5480
Chester Hill Station,2021-08-01,exit,5380
Chester Hill Station,2021-09-01,entry,6350
Chester Hill Station,2021-09-01,exit,6170
Chester Hill Station,2021-10-01,entry,10570
Chester Hill Station,2021-10-01,exit,9820
Chester Hill Station,2021-11-01,entry,15300
Chester Hill Station,2021-11-01,exit,14090
Chester Hill Station,2021-12-01,entry,14740
Chester Hill Station,2021-12-01,exit,13480
Chester Hill Station,2022-01-01,entry,10250
Chester Hill Station,2022-01-01,exit,9780
Chester Hill Station,2022-02-01,entry,12950
Chester Hill Station,2022-02-01,exit,12340
Chester Hill Station,2022-03-01,entry,15360
Chester Hill Station,2022-03-01,exit,13830
Chester Hill Station,2022-04-01,entry,16670
Chester Hill Station,2022-04-01,exit,15330
Chester Hill Station,2022-05-01,entry,17540
Chester Hill Station,2022-05-01,exit,16070
Chester Hill Station,2022-06-01,entry,19030
Chester Hill Station,2022-06-01,exit,17410
Chester Hill Station,2022-07-01,entry,16370
Chester Hill Station,2022-07-01,exit,15110
Chester Hill Station,2022-08-01,entry,17500
Chester Hill Station,2022-08-01,exit,15230
Chester Hill Station,2022-09-01,entry,18170
Chester Hill Station,2022-09-01,exit,16050
Chester Hill Station,2022-10-01,entry,18980
Chester Hill Station,2022-10-01,exit,17180
Chester Hill Station,2022-11-01,entry,15400
Chester Hill Station,2022-11-01,exit,14130
Chester Hill Station,2022-12-01,entry,18840
Chester Hill Station,2022-12-01,exit,17000
Chester Hill Station,2023-01-01,entry,16460
Chester Hill Station,2023-01-01,exit,15910
Chester Hill Station,2023-02-01,entry,20090
Chester Hill Station,2023-02-01,exit,18650
Chester Hill Station,2023-03-01,entry,23840
Chester Hill Station,2023-03-01,exit,21960
Chester Hill Station,2023-04-01,entry,18510
Chester Hill Station,2023-04-01,exit,17570
Chester Hill Station,2023-05-01,entry,23050
Chester Hill Station,2023-05-01,exit,21280
Chester Hill Station,2023-06-01,entry,22500
Chester Hill Station,2023-06-01,exit,20840
Chester Hill Station,2023-07-01,entry,22320
Chester Hill Station,2023-07-01,exit,20990
Chester Hill Station,2023-08-01,entry,26210
Chester Hill Station,2023-08-01,exit,24700
Chester Hill Station,2023-09-01,entry,24410
Chester Hill Station,2023-09-01,exit,22940
Chester Hill Station,2023-10-01,entry,24680
Chester Hill Station,2023-10-01,exit,23200
Chester Hill Station,2023-11-01,entry,23970
Chester Hill Station,2023-11-01,exit,22860
Chester Hill Station,2023-12-01,entry,17430
Chester Hill Station,2023-12-01,exit,16280
Chester Hill Station,2024-01-01,entry,17940
Chester Hill Station,2024-01-01,exit,17060
Chester Hill Station,2024-02-01,entry,23100
Chester Hill Station,2024-02-01,exit,21090
Chester Hill Station,2024-03-01,entry,24720
Chester Hill Station,2024-03-01,exit,23000
Chester Hill Station,2024-04-01,entry,22160
Chester Hill Station,2024-04-01,exit,20730
Chester Hill Station,2024-05-01,entry,25800
Chester Hill Station,2024-05-01,exit,23790
Chester Hill Station,2024-06-01,entry,22380
Chester Hill Station,2024-06-01,exit,20720
Chester Hill Station,2024-10-01,entry,27618
Chester Hill Station,2024-10-01,exit,26191
Chester Hill Station,2024-11-01,entry,25114
Chester Hill Station,2024-11-01,exit,23780
Chester Hill Station,2024-12-01,entry,22626
Chester Hill Station,2024-12-01,exit,20985
Chester Hill Station,2025-01-01,entry,21390
Chester Hill Station,2025-01-01,exit,20221
Chester Hill Station,2025-02-01,entry,23977
Chester Hill Station,2025-02-01,exit,22465
Chester Hill Station,2025-03-01,entry,27401
Chester Hill Station,2025-03-01,exit,25204
Chester Hill Station,2025-04-01,entry,26572
Chester Hill Station,2025-04-01,exit,24758
Chester Hill Station,2025-05-01,entry,23479
Chester Hill Station,2025-05-01,exit,21422
Chester Hill Station,2025-06-01,entry,25044
Chester Hill Station,2025-06-01,exit,23394
Chester Hill Station,2025-07-01,entry,25532
Chester Hill Station,2025-07-01,exit,24022
Chester Hill Station,2025-08-01,entry,25631
Chester Hill Station,2025-08-01,exit,23936
Chester Hill Station,2025-09-01,entry,25373
Chester Hill Station,2025-09-01,exit,23838
Circular Quay Station,2016-07-01,entry,864350
Circular Quay Station,2016-07-01,exit,845210
Circular Quay Station,2016-08-01,entry,857500
Circular Quay Station,2016-08-01,exit,836120
Circular Quay Station,2016-09-01,entry,848880
Circular Quay Station,2016-09-01,exit,841100
Circular Quay Station,2016-10-01,entry,857310
Circular Quay Station,2016-10-01,exit,846180
Circular Quay Station,2016-11-01,entry,816860
Circular Quay Station,2016-11-01,exit,820300
Circular Quay Station,2016-12-01,entry,927190
Circular Quay Station,2016-12-01,exit,946360
Circular Quay Station,2017-01-01,entry,944940
Circular Quay Station,2017-01-01,exit,917580
Circular Quay Station,2017-02-01,entry,830780
Circular Quay Station,2017-02-01,exit,812020
Circular Quay Station,2017-03-01,entry,846280
Circular Quay Station,2017-03-01,exit,840460
Circular Quay Station,2017-04-01,entry,871460
Circular Quay Station,2017-04-01,exit,854580
Circular Quay Station,2017-05-01,entry,938720
Circular Quay Station,2017-05-01,exit,900290
Circular Quay Station,2017-06-01,entry,1022660
Circular Quay Station,2017-06-01,exit,935330
Circular Quay Station,2017-07-01,entry,853460
Circular Quay Station,2017-07-01,exit,830780
Circular Quay Station,2017-08-01,entry,846400
Circular Quay Station,2017-08-01,exit,820490
Circular Quay Station,2017-09-01,entry,838690
Circular Quay Station,2017-09-01,exit,812690
Circular Quay Station,2017-10-01,entry,881460
Circular Quay Station,2017-10-01,exit,857400
Circular Quay Station,2017-11-01,entry,890130
Circular Quay Station,2017-11-01,exit,869340
Circular Quay Station,2017-12-01,entry,961220
Circular Quay Station,2017-12-01,exit,956430
Circular Quay Station,2018-01-01,entry,956240
Circular Quay Station,2018-01-01,exit,928550
Circular Quay Station,2018-02-01,entry,745470
Circular Quay Station,2018-02-01,exit,712220
Circular Quay Station,2018-03-01,entry,935750
Circular Quay Station,2018-03-01,exit,892040
Circular Quay Station,2018-04-01,entry,835660
Circular Quay Station,2018-04-01,exit,803580
Circular Quay Station,2018-05-01,entry,943770
Circular Quay Station,2018-05-01,exit,881850
Circular Quay Station,2018-06-01,entry,1056460
Circular Quay Station,2018-06-01,exit,917630
Circular Quay Station,2018-07-01,entry,851710
Circular Quay Station,2018-07-01,exit,815540
Circular Quay Station,2018-08-01,entry,826630
Circular Quay Station,2018-08-01,exit,791020
Circular Quay Station,2018-09-01,entry,817180
Circular Quay Station,2018-09-01,exit,790990
Circular Quay Station,2018-10-01,entry,844730
Circular Quay Station,2018-10-01,exit,825570
Circular Quay Station,2018-11-01,entry,900830
Circular Quay Station,2018-11-01,exit,871740
Circular Quay Station,2018-12-01,entry,959080
Circular Quay Station,2018-12-01,exit,951440
Circular Quay Station,2019-01-01,entry,982600
Circular Quay Station,2019-01-01,exit,943210
Circular Quay Station,2019-02-01,entry,869220
Circular Quay Station,2019-02-01,exit,814530
Circular Quay Station,2019-03-01,entry,913150
Circular Quay Station,2019-03-01,exit,882220
Circular Quay Station,2019-04-01,entry,892350
Circular Quay Station,2019-04-01,exit,860800
Circular Quay Station,2019-05-01,entry,940450
Circular Quay Station,2019-05-01,exit,870290
Circular Quay Station,2019-06-01,entry,1099930
Circular Quay Station,2019-06-01,exit,967970
Circular Quay Station,2019-07-01,entry,908230
Circular Quay Station,2019-07-01,exit,880320
Circular Quay Station,2019-08-01,entry,824750
Circular Quay Station,2019-08-01,exit,791150
Circular Quay Station,2019-09-01,entry,843630
Circular Quay Station,2019-09-01,exit,803990
Circular Quay Station,2019-10-01,entry,932980
Circular Quay Station,2019-10-01,exit,909490
Circular Quay Station,2019-11-01,entry,883630
Circular Quay Station,2019-11-01,exit,845170
Circular Quay Station,2019-12-01,entry,872640
Circular Quay Station,2019-12-01,exit,879970
Circular Quay Station,2020-01-01,entry,870520
Circular Quay Station,2020-01-01,exit,846700
Circular Quay Station,2020-02-01,entry,638190
Circular Quay Station,2020-02-01,exit,630500
Circular Quay Station,2020-03-01,entry,430760
Circular Quay Station,2020-03-01,exit,412200
Circular Quay Station,2020-04-01,entry,62640
Circular Quay Station,2020-04-01,exit,58620
Circular Quay Station,2020-05-01,entry,113480
Circular Quay Station,2020-05-01,exit,107000
Circular Quay Station,2020-06-01,entry,197190
Circular Quay Station,2020-06-01,exit,194050
Circular Quay Station,2020-07-01,entry,236690
Circular Quay Station,2020-07-01,exit,236860
Circular Quay Station,2020-08-01,entry,181560
Circular Quay Station,2020-08-01,exit,178940
Circular Quay Station,2020-09-01,entry,233920
Circular Quay Station,2020-09-01,exit,231980
Circular Quay Station,2020-10-01,entry,283560
Circular Quay Station,2020-10-01,exit,287090
Circular Quay Station,2020-11-01,entry,280760
Circular Quay Station,2020-11-01,exit,277300
Circular Quay Station,2020-12-01,entry,254060
Circular Quay Station,2020-12-01,exit,257520
Circular Quay Station,2021-01-01,entry,246300
Circular Quay Station,2021-01-01,exit,252790
Circular Quay Station,2021-02-01,entry,296730
Circular Quay Station,2021-02-01,exit,294000
Circular Quay Station,2021-03-01,entry,356270
Circular Quay Station,2021-03-01,exit,356190
Circular Quay Station,2021-04-01,entry,426160
Circular Quay Station,2021-04-01,exit,431980
Circular Quay Station,2021-05-01,entry,367100
Circular Quay Station,2021-05-01,exit,364910
Circular Quay Station,2021-06-01,entry,287230
Circular Quay Station,2021-06-01,exit,290240
Circular Quay Station,2021-07-01,entry,49390
Circular Quay Station,2021-07-01,exit,47700
Circular Quay Station,2021-08-01,entry,39940
Circular Quay Station,2021-08-01,exit,38420
Circular Quay Station,2021-09-01,entry,49360
Circular Quay Station,2021-09-01,exit,47610
Circular Quay Station,2021-10-01,entry,167350
Circular Quay Station,2021-10-01,exit,171950
Circular Quay Station,2021-11-01,entry,237460
Circular Quay Station,2021-11-01,exit,242170
Circular Quay Station,2021-12-01,entry,293740
Circular Quay Station,2021-12-01,exit,301320
Circular Quay Station,2022-01-01,entry,251250
Circular Quay Station,2022-01-01,exit,247630
Circular Quay Station,2022-02-01,entry,244940
Circular Quay Station,2022-02-01,exit,241360
Circular Quay Station,2022-03-01,entry,298650
Circular Quay Station,2022-03-01,exit,298340
Circular Quay Station,2022-04-01,entry,471390
Circular Quay Station,2022-04-01,exit,481900
Circular Quay Station,2022-05-01,entry,493700
