station,date,trips
Engadine Station,2025-03-01,53736
Engadine Station,2025-04-01,46832
Engadine Station,2025-05-01,52617
Engadine Station,2025-06-01,48024
Engadine Station,2025-07-01,50006
Engadine Station,2025-08-01,49209
Engadine Station,2025-09-01,48684
Epping Station,2016-07-01,524780
Epping Station,2016-08-01,601870
Epping Station,2016-09-01,560890
Epping Station,2016-10-01,543480
Epping Station,2016-11-01,569440
Epping Station,2016-12-01,474910
Epping Station,2017-01-01,437630
Epping Station,2017-02-01,514330
Epping Station,2017-03-01,626620
Epping Station,2017-04-01,502380
Epping Station,2017-05-01,651230
Epping Station,2017-06-01,580640
Epping Station,2017-07-01,558810
Epping Station,2017-08-01,638490
Epping Station,2017-09-01,581920
Epping Station,2017-10-01,590180
Epping Station,2017-11-01,611830
Epping Station,2017-12-01,512400
Epping Station,2018-01-01,544180
Epping Station,2018-02-01,573930
Epping Station,2018-03-01,651900
Epping Station,2018-04-01,572930
Epping Station,2018-05-01,688560
Epping Station,2018-06-01,609300
Epping Station,2018-07-01,605430
Epping Station,2018-08-01,686070
Epping Station,2018-09-01,636810
Epping Station,2018-10-01,1017300
Epping Station,2018-11-01,1030870
Epping Station,2018-12-01,793080
Epping Station,2019-01-01,762910
Epping Station,2019-02-01,938800
Epping Station,2019-03-01,1143250
Epping Station,2019-04-01,982800
Epping Station,2019-05-01,1125150
Epping Station,2019-06-01,687020
Epping Station,2019-07-01,701050
Epping Station,2019-08-01,760370
Epping Station,2019-09-01,719000
Epping Station,2019-10-01,725230
Epping Station,2019-11-01,733460
Epping Station,2019-12-01,610150
Epping Station,2020-01-01,572430
Epping Station,2020-02-01,641310
Epping Station,2020-03-01,455480
Epping Station,2020-04-01,99850
Epping Station,2020-05-01,188470
Epping Station,2020-06-01,300710
Epping Station,2020-07-01,339350
Epping Station,2020-08-01,332670
Epping Station,2020-09-01,353040
Epping Station,2020-10-01,381510
Epping Station,2020-11-01,398760
Epping Station,2020-12-01,364530
Epping Station,2021-01-01,310930
Epping Station,2021-02-01,435590
Epping Station,2021-03-01,511650
Epping Station,2021-04-01,477830
Epping Station,2021-05-01,518300
Epping Station,2021-06-01,428780
Epping Station,2021-07-01,100170
Epping Station,2021-08-01,77590
Epping Station,2021-09-01,89870
Epping Station,2021-10-01,204090
Epping Station,2021-11-01,365170
Epping Station,2021-12-01,321410
Epping Station,2022-01-01,208340
Epping Station,2022-02-01,333150
Epping Station,2022-03-01,416710
Epping Station,2022-04-01,406780
Epping Station,2022-05-01,501220
Epping Station,2022-06-01,493040
Epping Station,2022-07-01,436350
Epping Station,2022-08-01,528850
Epping Station,2022-09-01,481750
Epping Station,2022-10-01,514130
Epping Station,2022-11-01,440950
Epping Station,2022-12-01,470200
Epping Station,2023-01-01,427520
Epping Station,2023-02-01,567290
Epping Station,2023-03-01,642080
Epping Station,2023-04-01,500380
Epping Station,2023-05-01,640390
Epping Station,2023-06-01,616790
Epping Station,2023-07-01,587020
Epping Station,2023-08-01,646280
Epping Station,2023-09-01,610180
Epping Station,2023-10-01,627290
Epping Station,2023-11-01,640620
Epping Station,2023-12-01,546420
Epping Station,2024-01-01,462470
Epping Station,2024-02-01,662080
Epping Station,2024-03-01,692170
Epping Station,2024-04-01,611330
Epping Station,2024-05-01,705140
Epping Station,2024-06-01,648000
Epping Station,2024-10-01,734141
Epping Station,2024-11-01,735046
Epping Station,2024-12-01,629508
Epping Station,2025-01-01,575511
Epping Station,2025-02-01,729722
Epping Station,2025-03-01,797086
Epping Station,2025-04-01,682107
Epping Station,2025-05-01,783642
Epping Station,2025-06-01,739545
Epping Station,2025-07-01,707799
Epping Station,2025-08-01,765931
Epping Station,2025-09-01,718767
Erskineville Station,2016-07-01,123440
Erskineville Station,2016-08-01,136210
Erskineville Station,2016-09-01,131810
Erskineville Station,2016-10-01,130130
Erskineville Station,2016-11-01,138820
Erskineville Station,2016-12-01,130570
Erskineville Station,2017-01-01,117430
Erskineville Station,2017-02-01,121590
Erskineville Station,2017-03-01,147180
Erskineville Station,2017-04-01,122670
Erskineville Station,2017-05-01,148860
Erskineville Station,2017-06-01,137300
Erskineville Station,2017-07-01,137670
Erskineville Station,2017-08-01,142520
Erskineville Station,2017-09-01,134700
Erskineville Station,2017-10-01,144180
Erskineville Station,2017-11-01,149470
Erskineville Station,2017-12-01,123830
Erskineville Station,2018-01-01,127160
Erskineville Station,2018-02-01,132840
Erskineville Station,2018-03-01,150600
Erskineville Station,2018-04-01,135470
Erskineville Station,2018-05-01,143290
Erskineville Station,2018-06-01,140300
Erskineville Station,2018-07-01,148280
Erskineville Station,2018-08-01,150630
Erskineville Station,2018-09-01,134590
Erskineville Station,2018-10-01,145880
Erskineville Station,2018-11-01,143960
Erskineville Station,2018-12-01,132480
Erskineville Station,2019-01-01,138810
Erskineville Station,2019-02-01,142920
Erskineville Station,2019-03-01,158760
Erskineville Station,2019-04-01,138730
Erskineville Station,2019-05-01,162300
Erskineville Station,2019-06-01,141570
Erskineville Station,2019-07-01,149050
Erskineville Station,2019-08-01,149720
Erskineville Station,2019-09-01,146200
Erskineville Station,2019-10-01,148180
Erskineville Station,2019-11-01,157940
Erskineville Station,2019-12-01,134620
Erskineville Station,2020-01-01,140470
Erskineville Station,2020-02-01,138390
Erskineville Station,2020-03-01,100350
Erskineville Station,2020-04-01,26840
Erskineville Station,2020-05-01,42960
Erskineville Station,2020-06-01,67850
Erskineville Station,2020-07-01,74670
Erskineville Station,2020-08-01,70870
Erskineville Station,2020-09-01,69880
Erskineville Station,2020-10-01,81680
Erskineville Station,2020-11-01,86510
Erskineville Station,2020-12-01,80050
Erskineville Station,2021-01-01,75960
Erskineville Station,2021-02-01,91260
Erskineville Station,2021-03-01,98960
Erskineville Station,2021-04-01,107210
Erskineville Station,2021-05-01,111680
Erskineville Station,2021-06-01,85670
Erskineville Station,2021-07-01,21730
Erskineville Station,2021-08-01,20510
Erskineville Station,2021-09-01,24370
Erskineville Station,2021-10-01,53200
Erskineville Station,2021-11-01,82190
Erskineville Station,2021-12-01,71000
Erskineville Station,2022-01-01,53630
Erskineville Station,2022-02-01,65720
Erskineville Station,2022-03-01,73000
Erskineville Station,2022-04-01,86440
Erskineville Station,2022-05-01,96490
Erskineville Station,2022-06-01,100240
Erskineville Station,2022-07-01,87010
Erskineville Station,2022-08-01,83070
Erskineville Station,2022-09-01,81470
Erskineville Station,2022-10-01,97180
Erskineville Station,2022-11-01,82430
Erskineville Station,2022-12-01,107240
Erskineville Station,2023-01-01,96820
Erskineville Station,2023-02-01,114220
Erskineville Station,2023-03-01,121250
Erskineville Station,2023-04-01,102760
Erskineville Station,2023-05-01,112300
Erskineville Station,2023-06-01,117140
Erskineville Station,2023-07-01,101000
Erskineville Station,2023-08-01,118010
Erskineville Station,2023-09-01,113970
Erskineville Station,2023-10-01,115750
Erskineville Station,2023-11-01,123350
Erskineville Station,2023-12-01,117470
Erskineville Station,2024-01-01,107720
Erskineville Station,2024-02-01,115370
Erskineville Station,2024-03-01,126170
Erskineville Station,2024-04-01,113750
Erskineville Station,2024-05-01,133670
Erskineville Station,2024-06-01,111920
Erskineville Station,2024-10-01,114304
Erskineville Station,2024-11-01,114224
Erskineville Station,2024-12-01,92638
Erskineville Station,2025-01-01,88196
Erskineville Station,2025-02-01,94014
Erskineville Station,2025-03-01,111309
Erskineville Station,2025-04-01,105605
Erskineville Station,2025-05-01,105352
Erskineville Station,2025-06-01,91360
Erskineville Station,2025-07-01,99712
Erskineville Station,2025-08-01,95481
Erskineville Station,2025-09-01,90652
Fairfield Station,2016-07-01,298270
Fairfield Station,2016-08-01,356090
Fairfield Station,2016-09-01,368270
Fairfield Station,2016-10-01,337890
Fairfield Station,2016-11-01,355500
Fairfield Station,2016-12-01,319570
Fairfield Station,2017-01-01,305770
Fairfield Station,2017-02-01,345520
Fairfield Station,2017-03-01,378820
Fairfield Station,2017-04-01,335210
Fairfield Station,2017-05-01,425640
Fairfield Station,2017-06-01,368560
Fairfield Station,2017-07-01,348860
Fairfield Station,2017-08-01,394900
Fairfield Station,2017-09-01,361510
Fairfield Station,2017-10-01,381570
Fairfield Station,2017-11-01,382510
Fairfield Station,2017-12-01,330650
Fairfield Station,2018-01-01,300540
Fairfield Station,2018-02-01,326200
Fairfield Station,2018-03-01,395910
Fairfield Station,2018-04-01,354500
Fairfield Station,2018-05-01,428530
Fairfield Station,2018-06-01,362200
Fairfield Station,2018-07-01,376980
Fairfield Station,2018-08-01,394330
Fairfield Station,2018-09-01,374180
Fairfield Station,2018-10-01,380860
Fairfield Station,2018-11-01,397040
Fairfield Station,2018-12-01,327030
Fairfield Station,2019-01-01,308850
Fairfield Station,2019-02-01,363980
Fairfield Station,2019-03-01,399990
Fairfield Station,2019-04-01,353960
Fairfield Station,2019-05-01,433280
Fairfield Station,2019-06-01,368120
Fairfield Station,2019-07-01,389820
Fairfield Station,2019-08-01,383130
Fairfield Station,2019-09-01,378720
Fairfield Station,2019-10-01,393800
Fairfield Station,2019-11-01,394060
Fairfield Station,2019-12-01,326950
Fairfield Station,2020-01-01,323630
Fairfield Station,2020-02-01,348280
Fairfield Station,2020-03-01,274890
Fairfield Station,2020-04-01,99830
Fairfield Station,2020-05-01,143240
Fairfield Station,2020-06-01,195460
Fairfield Station,2020-07-01,204910
Fairfield Station,2020-08-01,192600
Fairfield Station,2020-09-01,199250
Fairfield Station,2020-10-01,218540
Fairfield Station,2020-11-01,230650
Fairfield Station,2020-12-01,207730
Fairfield Station,2021-01-01,177460
Fairfield Station,2021-02-01,218820
Fairfield Station,2021-03-01,258130
Fairfield Station,2021-04-01,251470
Fairfield Station,2021-05-01,253650
Fairfield Station,2021-06-01,219040
Fairfield Station,2021-07-01,67890
Fairfield Station,2021-08-01,46030
Fairfield Station,2021-09-01,59540
Fairfield Station,2021-10-01,117010
Fairfield Station,2021-11-01,191540
Fairfield Station,2021-12-01,169120
Fairfield Station,2022-01-01,145460
Fairfield Station,2022-02-01,152150
Fairfield Station,2022-03-01,194190
Fairfield Station,2022-04-01,201260
Fairfield Station,2022-05-01,240260
Fairfield Station,2022-06-01,219300
Fairfield Station,2022-07-01,197560
Fairfield Station,2022-08-01,208350
Fairfield Station,2022-09-01,200150
Fairfield Station,2022-10-01,226100
Fairfield Station,2022-11-01,195290
Fairfield Station,2022-12-01,226830
Fairfield Station,2023-01-01,214650
Fairfield Station,2023-02-01,230800
Fairfield Station,2023-03-01,268370
Fairfield Station,2023-04-01,240800
Fairfield Station,2023-05-01,273440
Fairfield Station,2023-06-01,251990
Fairfield Station,2023-07-01,257450
Fairfield Station,2023-08-01,278320
Fairfield Station,2023-09-01,294380
Fairfield Station,2023-10-01,282550
Fairfield Station,2023-11-01,293610
Fairfield Station,2023-12-01,253760
Fairfield Station,2024-01-01,238300
Fairfield Station,2024-02-01,291240
Fairfield Station,2024-03-01,300450
Fairfield Station,2024-04-01,281830
Fairfield Station,2024-05-01,281240
Fairfield Station,2024-06-01,263020
Fairfield Station,2024-10-01,286475
Fairfield Station,2024-11-01,285434
Fairfield Station,2024-12-01,239663
Fairfield Station,2025-01-01,212030
Fairfield Station,2025-02-01,236696
Fairfield Station,2025-03-01,291827
Fairfield Station,2025-04-01,258783
Fairfield Station,2025-05-01,268528
Fairfield Station,2025-06-01,249384
Fairfield Station,2025-07-01,251820
Fairfield Station,2025-08-01,249985
Fairfield Station,2025-09-01,248608
Flemington Station,2016-07-01,205770
Flemington Station,2016-08-01,232500
Flemington Station,2016-09-01,224050
Flemington Station,2016-10-01,225290
Flemington Station,2016-11-01,224830
Flemington Station,2016-12-01,210670
Flemington Station,2017-01-01,202650
Flemington Station,2017-02-01,206230
Flemington Station,2017-03-01,246570
Flemington Station,2017-04-01,226820
Flemington Station,2017-05-01,240250
Flemington Station,2017-06-01,236970
Flemington Station,2017-07-01,250700
Flemington Station,2017-08-01,262580
Flemington Station,2017-09-01,252370
Flemington Station,2017-10-01,255560
Flemington Station,2017-11-01,259850
Flemington Station,2017-12-01,246790
Flemington Station,2018-01-01,232550
Flemington Station,2018-02-01,240390
Flemington Station,2018-03-01,279240
Flemington Station,2018-04-01,254890
Flemington Station,2018-05-01,289140
Flemington Station,2018-06-01,274280
Flemington Station,2018-07-01,285470
Flemington Station,2018-08-01,301240
Flemington Station,2018-09-01,291500
Flemington Station,2018-10-01,290350
Flemington Station,2018-11-01,295610
Flemington Station,2018-12-01,252410
Flemington Station,2019-01-01,266730
Flemington Station,2019-02-01,272700
Flemington Station,2019-03-01,313430
Flemington Station,2019-04-01,287740
Flemington Station,2019-05-01,320570
Flemington Station,2019-06-01,295750
Flemington Station,2019-07-01,307360
Flemington Station,2019-08-01,319530
Flemington Station,2019-09-01,309600
Flemington Station,2019-10-01,314470
Flemington Station,2019-11-01,310840
Flemington Station,2019-12-01,287640
Flemington Station,2020-01-01,275730
Flemington Station,2020-02-01,266280
Flemington Station,2020-03-01,218090
Flemington Station,2020-04-01,89340
Flemington Station,2020-05-01,120350
Flemington Station,2020-06-01,155770
Flemington Station,2020-07-01,173610
Flemington Station,2020-08-01,171850
Flemington Station,2020-09-01,173360
Flemington Station,2020-10-01,184750
Flemington Station,2020-11-01,178910
Flemington Station,2020-12-01,176090
Flemington Station,2021-01-01,154880
Flemington Station,2021-02-01,168820
Flemington Station,2021-03-01,187510
Flemington Station,2021-04-01,175050
Flemington Station,2021-05-01,176440
Flemington Station,2021-06-01,161700
Flemington Station,2021-07-01,78480
Flemington Station,2021-08-01,68880
Flemington Station,2021-09-01,68420
Flemington Station,2021-10-01,108030
Flemington Station,2021-11-01,140020
Flemington Station,2021-12-01,122790
Flemington Station,2022-01-01,109410
Flemington Station,2022-02-01,122350
Flemington Station,2022-03-01,146750
Flemington Station,2022-04-01,158240
Flemington Station,2022-05-01,175010
Flemington Station,2022-06-01,178620
Flemington Station,2022-07-01,165540
Flemington Station,2022-08-01,164270
Flemington Station,2022-09-01,165110
Flemington Station,2022-10-01,171250
Flemington Station,2022-11-01,156170
Flemington Station,2022-12-01,188510
Flemington Station,2023-01-01,173760
Flemington Station,2023-02-01,193000
Flemington Station,2023-03-01,215460
Flemington Station,2023-04-01,200520
Flemington Station,2023-05-01,230840
Flemington Station,2023-06-01,231610
Flemington Station,2023-07-01,239310
Flemington Station,2023-08-01,251060
Flemington Station,2023-09-01,246050
Flemington Station,2023-10-01,247390
Flemington Station,2023-11-01,243520
Flemington Station,2023-12-01,219170
Flemington Station,2024-01-01,222190
Flemington Station,2024-02-01,238720
Flemington Station,2024-03-01,262320
Flemington Station,2024-04-01,226070
Flemington Station,2024-05-01,254970
Flemington Station,2024-06-01,239380
Flemington Station,2024-10-01,240556
Flemington Station,2024-11-01,247732
Flemington Station,2024-12-01,228272
Flemington Station,2025-01-01,214155
Flemington Station,2025-02-01,215884
Flemington Station,2025-03-01,251328
Flemington Station,2025-04-01,234900
Flemington Station,2025-05-01,236521
Flemington Station,2025-06-01,243562
Flemington Station,2025-07-01,240455
Flemington Station,2025-08-01,233844
Flemington Station,2025-09-01,232136
Glenfield Station,2016-07-01,213080
Glenfield Station,2016-08-01,259620
Glenfield Station,2016-09-01,234470
Glenfield Station,2016-10-01,234170
Glenfield Station,2016-11-01,249800
Glenfield Station,2016-12-01,207470
Glenfield Station,2017-01-01,191100
Glenfield Station,2017-02-01,225810
Glenfield Station,2017-03-01,288560
Glenfield Station,2017-04-01,214620
Glenfield Station,2017-05-01,279350
Glenfield Station,2017-06-01,258790
Glenfield Station,2017-07-01,237540
Glenfield Station,2017-08-01,277290
Glenfield Station,2017-09-01,256140
Glenfield Station,2017-10-01,263710
Glenfield Station,2017-11-01,270780
Glenfield Station,2017-12-01,242380
Glenfield Station,2018-01-01,214830
Glenfield Station,2018-02-01,262340
Glenfield Station,2018-03-01,296970
Glenfield Station,2018-04-01,258150
Glenfield Station,2018-05-01,327310
Glenfield Station,2018-06-01,280370
Glenfield Station,2018-07-01,273250
Glenfield Station,2018-08-01,314160
Glenfield Station,2018-09-01,303480
Glenfield Station,2018-10-01,285440
Glenfield Station,2018-11-01,309050
Glenfield Station,2018-12-01,250470
Glenfield Station,2019-01-01,230880
Glenfield Station,2019-02-01,292770
Glenfield Station,2019-03-01,313430
Glenfield Station,2019-04-01,272680
Glenfield Station,2019-05-01,343710
Glenfield Station,2019-06-01,284170
Glenfield Station,2019-07-01,296230
Glenfield Station,2019-08-01,307390
Glenfield Station,2019-09-01,294110
Glenfield Station,2019-10-01,297580
Glenfield Station,2019-11-01,316030
Glenfield Station,2019-12-01,253310
Glenfield Station,2020-01-01,236230
Glenfield Station,2020-02-01,289170
Glenfield Station,2020-03-01,215550
Glenfield Station,2020-04-01,55570
Glenfield Station,2020-05-01,97770
Glenfield Station,2020-06-01,142850
Glenfield Station,2020-07-01,139390
Glenfield Station,2020-08-01,142710
Glenfield Station,2020-09-01,148540
Glenfield Station,2020-10-01,152580
Glenfield Station,2020-11-01,175950
Glenfield Station,2020-12-01,151990
Glenfield Station,2021-01-01,115770
Glenfield Station,2021-02-01,182280
Glenfield Station,2021-03-01,217400
Glenfield Station,2021-04-01,190660
Glenfield Station,2021-05-01,221100
Glenfield Station,2021-06-01,179570
Glenfield Station,2021-07-01,49730
Glenfield Station,2021-08-01,43580
Glenfield Station,2021-09-01,43330
Glenfield Station,2021-10-01,85630
Glenfield Station,2021-11-01,163070
Glenfield Station,2021-12-01,132310
Glenfield Station,2022-01-01,85620
Glenfield Station,2022-02-01,135930
Glenfield Station,2022-03-01,183430
Glenfield Station,2022-04-01,163230
Glenfield Station,2022-05-01,213930
Glenfield Station,2022-06-01,203720
Glenfield Station,2022-07-01,171600
Glenfield Station,2022-08-01,205220
Glenfield Station,2022-09-01,182360
Glenfield Station,2022-10-01,197240
Glenfield Station,2022-11-01,179240
Glenfield Station,2022-12-01,184620
Glenfield Station,2023-01-01,178080
Glenfield Station,2023-02-01,218940
Glenfield Station,2023-03-01,251400
Glenfield Station,2023-04-01,194660
Glenfield Station,2023-05-01,244720
Glenfield Station,2023-06-01,240970
Glenfield Station,2023-07-01,218320
Glenfield Station,2023-08-01,253630
Glenfield Station,2023-09-01,230180
Glenfield Station,2023-10-01,235460
Glenfield Station,2023-11-01,263810
Glenfield Station,2023-12-01,201710
Glenfield Station,2024-01-01,181440
Glenfield Station,2024-02-01,263270
Glenfield Station,2024-03-01,253960
Glenfield Station,2024-04-01,242980
Glenfield Station,2024-05-01,267610
Glenfield Station,2024-06-01,241480
Glenfield Station,2024-10-01,248365
Glenfield Station,2024-11-01,262121
Glenfield Station,2024-12-01,213162
Glenfield Station,2025-01-01,185935
Glenfield Station,2025-02-01,227552
Glenfield Station,2025-03-01,290165
Glenfield Station,2025-04-01,224526
Glenfield Station,2025-05-01,284599
Glenfield Station,2025-06-01,246412
Glenfield Station,2025-07-01,245065
Glenfield Station,2025-08-01,249392
Glenfield Station,2025-09-01,235002
Gordon Station,2016-07-01,286380
Gordon Station,2016-08-01,360520
Gordon Station,2016-09-01,315090
Gordon Station,2016-10-01,330240
Gordon Station,2016-11-01,331300
Gordon Station,2016-12-01,272730
Gordon Station,2017-01-01,269270
Gordon Station,2017-02-01,311410
Gordon Station,2017-03-01,380860
Gordon Station,2017-04-01,282410
Gordon Station,2017-05-01,374500
Gordon Station,2017-06-01,337200
Gordon Station,2017-07-01,310270
Gordon Station,2017-08-01,381960
Gordon Station,2017-09-01,332690
Gordon Station,2017-10-01,355590
Gordon Station,2017-11-01,341190
Gordon Station,2017-12-01,306870
Gordon Station,2018-01-01,448780
Gordon Station,2018-02-01,309980
Gordon Station,2018-03-01,369230
Gordon Station,2018-04-01,322940
Gordon Station,2018-05-01,372640
Gordon Station,2018-06-01,339910
Gordon Station,2018-07-01,334800
Gordon Station,2018-08-01,364740
Gordon Station,2018-09-01,342600
Gordon Station,2018-10-01,346710
Gordon Station,2018-11-01,344510
Gordon Station,2018-12-01,291090
Gordon Station,2019-01-01,274590
Gordon Station,2019-02-01,344860
Gordon Station,2019-03-01,387000
Gordon Station,2019-04-01,340580
Gordon Station,2019-05-01,416820
Gordon Station,2019-06-01,347600
Gordon Station,2019-07-01,369570
Gordon Station,2019-08-01,382680
Gordon Station,2019-09-01,372520
Gordon Station,2019-10-01,397270
Gordon Station,2019-11-01,365620
Gordon Station,2019-12-01,321130
Gordon Station,2020-01-01,314280
Gordon Station,2020-02-01,342740
Gordon Station,2020-03-01,229620
Gordon Station,2020-04-01,49750
Gordon Station,2020-05-01,85040
Gordon Station,2020-06-01,146810
Gordon Station,2020-07-01,158500
Gordon Station,2020-08-01,154700
Gordon Station,2020-09-01,165920
Gordon Station,2020-10-01,167060
Gordon Station,2020-11-01,190420
Gordon Station,2020-12-01,165620
Gordon Station,2021-01-01,136410
Gordon Station,2021-02-01,212560
Gordon Station,2021-03-01,242450
Gordon Station,2021-04-01,228070
Gordon Station,2021-05-01,249940
Gordon Station,2021-06-01,206680
Gordon Station,2021-07-01,41330
Gordon Station,2021-08-01,37230
Gordon Station,2021-09-01,41010
Gordon Station,2021-10-01,91760
Gordon Station,2021-11-01,163700
Gordon Station,2021-12-01,144070
Gordon Station,2022-01-01,92450
Gordon Station,2022-02-01,139060
Gordon Station,2022-03-01,172430
Gordon Station,2022-04-01,176660
Gordon Station,2022-05-01,220350
Gordon Station,2022-06-01,247510
Gordon Station,2022-07-01,196620
Gordon Station,2022-08-01,209400
Gordon Station,2022-09-01,208810
Gordon Station,2022-10-01,208280
Gordon Station,2022-11-01,188140
Gordon Station,2022-12-01,215390
Gordon Station,2023-01-01,193320
Gordon Station,2023-02-01,256710
Gordon Station,2023-03-01,320050
Gordon Station,2023-04-01,229920
Gordon Station,2023-05-01,293770
Gordon Station,2023-06-01,285240
Gordon Station,2023-07-01,267330
Gordon Station,2023-08-01,304710
Gordon Station,2023-09-01,286900
Gordon Station,2023-10-01,290910
Gordon Station,2023-11-01,301640
Gordon Station,2023-12-01,233000
Gordon Station,2024-01-01,240390
Gordon Station,2024-02-01,304150
Gordon Station,2024-03-01,340290
Gordon Station,2024-04-01,263460
Gordon Station,2024-05-01,320200
Gordon Station,2024-06-01,284390
Gordon Station,2024-10-01,309044
Gordon Station,2024-11-01,299175
Gordon Station,2024-12-01,246480
Gordon Station,2025-01-01,223455
Gordon Station,2025-02-01,309483
Gordon Station,2025-03-01,322445
Gordon Station,2025-04-01,270381
Gordon Station,2025-05-01,323276
Gordon Station,2025-06-01,297417
Gordon Station,2025-07-01,280023
Gordon Station,2025-08-01,299920
Gordon Station,2025-09-01,284449
Granville Station,2016-07-01,349050
Granville Station,2016-08-01,356530
Granville Station,2016-09-01,320920
Granville Station,2016-10-01,342790
Granville Station,2016-11-01,391450
Granville Station,2016-12-01,301430
Granville Station,2017-01-01,342860
Granville Station,2017-02-01,302470
Granville Station,2017-03-01,401380
Granville Station,2017-04-01,316510
Granville Station,2017-05-01,424360
Granville Station,2017-06-01,351360
Granville Station,2017-07-01,385030
Granville Station,2017-08-01,509850
Granville Station,2017-09-01,400950
Granville Station,2017-10-01,390680
Granville Station,2017-11-01,385100
Granville Station,2017-12-01,382030
Granville Station,2018-01-01,304070
Granville Station,2018-02-01,342660
Granville Station,2018-03-01,357650
Granville Station,2018-04-01,379920
Granville Station,2018-05-01,367620
Granville Station,2018-06-01,332010
Granville Station,2018-07-01,421080
Granville Station,2018-08-01,387350
Granville Station,2018-09-01,350550
Granville Station,2018-10-01,349190
Granville Station,2018-11-01,350910
Granville Station,2018-12-01,309000
Granville Station,2019-01-01,311430
Granville Station,2019-02-01,390650
Granville Station,2019-03-01,353940
Granville Station,2019-04-01,341730
Granville Station,2019-05-01,439680
Granville Station,2019-06-01,335940
Granville Station,2019-07-01,356190
Granville Station,2019-08-01,475850
Granville Station,2019-09-01,372460
Granville Station,2019-10-01,384190
Granville Station,2019-11-01,360450
Granville Station,2019-12-01,370370
Granville Station,2020-01-01,397700
Granville Station,2020-02-01,344170
Granville Station,2020-03-01,298900
Granville Station,2020-04-01,153100
Granville Station,2020-05-01,194960
Granville Station,2020-06-01,219190
Granville Station,2020-07-01,252690
Granville Station,2020-08-01,287030
Granville Station,2020-09-01,256990
Granville Station,2020-10-01,256160
Granville Station,2020-11-01,309540
Granville Station,2020-12-01,243840
Granville Station,2021-01-01,224750
Granville Station,2021-02-01,230660
Granville Station,2021-03-01,326000
Granville Station,2021-04-01,254190
Granville Station,2021-05-01,279150
Granville Station,2021-06-01,233280
Granville Station,2021-07-01,114790
Granville Station,2021-08-01,106050
Granville Station,2021-09-01,100270
Granville Station,2021-10-01,166580
Granville Station,2021-11-01,203100
Granville Station,2021-12-01,196420
Granville Station,2022-01-01,201010
Granville Station,2022-02-01,206900
Granville Station,2022-03-01,228580
Granville Station,2022-04-01,231840
Granville Station,2022-05-01,274900
Granville Station,2022-06-01,273170
Granville Station,2022-07-01,234650
Granville Station,2022-08-01,277090
Granville Station,2022-09-01,244250
Granville Station,2022-10-01,253510
Granville Station,2022-11-01,220290
Granville Station,2022-12-01,319500
Granville Station,2023-01-01,275220
Granville Station,2023-02-01,282240
Granville Station,2023-03-01,303190
Granville Station,2023-04-01,336170
Granville Station,2023-05-01,328800
Granville Station,2023-06-01,339120
Granville Station,2023-07-01,385070
Granville Station,2023-08-01,365130
Granville Station,2023-09-01,339400
Granville Station,2023-10-01,347990
Granville Station,2023-11-01,398790
Granville Station,2023-12-01,311410
Granville Station,2024-01-01,319950
Granville Station,2024-02-01,332540
Granville Station,2024-03-01,352010
Granville Station,2024-04-01,377230
Granville Station,2024-05-01,376850
Granville Station,2024-06-01,324940
Granville Station,2024-10-01,346710
Granville Station,2024-11-01,337025
Granville Station,2024-12-01,284126
Granville Station,2025-01-01,366890
Granville Station,2025-02-01,286061
Granville Station,2025-03-01,414635
Granville Station,2025-04-01,311497
Granville Station,2025-05-01,341871
Granville Station,2025-06-01,390423
Granville Station,2025-07-01,310701
Granville Station,2025-08-01,314863
Granville Station,2025-09-01,316938
Green Square Station,2016-07-01,446330
Green Square Station,2016-08-01,488650
Green Square Station,2016-09-01,472760
Green Square Station,2016-10-01,467530
Green Square Station,2016-11-01,487410
Green Square Station,2016-12-01,425340
Green Square Station,2017-01-01,403770
Green Square Station,2017-02-01,460800
Green Square Station,2017-03-01,531280
Green Square Station,2017-04-01,446770
Green Square Station,2017-05-01,575480
Green Square Station,2017-06-01,520580
Green Square Station,2017-07-01,533290
Green Square Station,2017-08-01,582020
Green Square Station,2017-09-01,553400
Green Square Station,2017-10-01,579810
Green Square Station,2017-11-01,602470
Green Square Station,2017-12-01,506320
Green Square Station,2018-01-01,492930
Green Square Station,2018-02-01,533820
Green Square Station,2018-03-01,626330
Green Square Station,2018-04-01,535280
Green Square Station,2018-05-01,655870
Green Square Station,2018-06-01,575450
Green Square Station,2018-07-01,586550
Green Square Station,2018-08-01,648150
Green Square Station,2018-09-01,593330
Green Square Station,2018-10-01,627280
Green Square Station,2018-11-01,652390
Green Square Station,2018-12-01,532550
Green Square Station,2019-01-01,526160
Green Square Station,2019-02-01,558460
Green Square Station,2019-03-01,633910
Green Square Station,2019-04-01,565090
Green Square Station,2019-05-01,632130
Green Square Station,2019-06-01,568640
Green Square Station,2019-07-01,625600
Green Square Station,2019-08-01,610680
Green Square Station,2019-09-01,575970
Green Square Station,2019-10-01,634260
Green Square Station,2019-11-01,637080
Green Square Station,2019-12-01,566860
Green Square Station,2020-01-01,542050
Green Square Station,2020-02-01,531230
Green Square Station,2020-03-01,407830
Green Square Station,2020-04-01,115920
Green Square Station,2020-05-01,177110
Green Square Station,2020-06-01,251240
Green Square Station,2020-07-01,295830
Green Square Station,2020-08-01,264690
Green Square Station,2020-09-01,292750
Green Square Station,2020-10-01,319680
Green Square Station,2020-11-01,324740
