station,date,trips
Bankstown Station,2019-10-01,559330
Bankstown Station,2019-11-01,526000
Bankstown Station,2019-12-01,490300
Bankstown Station,2020-01-01,440670
Bankstown Station,2020-02-01,478390
Bankstown Station,2020-03-01,373860
Bankstown Station,2020-04-01,144230
Bankstown Station,2020-05-01,197050
Bankstown Station,2020-06-01,306500
Bankstown Station,2020-07-01,321990
Bankstown Station,2020-08-01,289670
Bankstown Station,2020-09-01,321480
Bankstown Station,2020-10-01,318990
Bankstown Station,2020-11-01,339020
Bankstown Station,2020-12-01,304220
Bankstown Station,2021-01-01,244060
Bankstown Station,2021-02-01,324220
Bankstown Station,2021-03-01,364490
Bankstown Station,2021-04-01,356060
Bankstown Station,2021-05-01,362730
Bankstown Station,2021-06-01,315450
Bankstown Station,2021-07-01,100840
Bankstown Station,2021-08-01,76580
Bankstown Station,2021-09-01,91360
Bankstown Station,2021-10-01,162460
Bankstown Station,2021-11-01,257760
Bankstown Station,2021-12-01,215830
Bankstown Station,2022-01-01,161500
Bankstown Station,2022-02-01,207350
Bankstown Station,2022-03-01,259610
Bankstown Station,2022-04-01,294780
Bankstown Station,2022-05-01,328960
Bankstown Station,2022-06-01,342320
Bankstown Station,2022-07-01,203890
Bankstown Station,2022-08-01,291760
Bankstown Station,2022-09-01,262860
Bankstown Station,2022-10-01,272560
Bankstown Station,2022-11-01,266900
Bankstown Station,2022-12-01,333930
Bankstown Station,2023-01-01,314580
Bankstown Station,2023-02-01,336990
Bankstown Station,2023-03-01,434440
Bankstown Station,2023-04-01,298220
Bankstown Station,2023-05-01,397680
Bankstown Station,2023-06-01,411730
Bankstown Station,2023-07-01,292200
Bankstown Station,2023-08-01,444790
Bankstown Station,2023-09-01,331020
Bankstown Station,2023-10-01,347890
Bankstown Station,2023-11-01,423870
Bankstown Station,2023-12-01,342550
Bankstown Station,2024-01-01,88870
Bankstown Station,2024-02-01,387260
Bankstown Station,2024-03-01,448970
Bankstown Station,2024-04-01,263840
Bankstown Station,2024-05-01,438320
Bankstown Station,2024-06-01,373400
Bankstown Station,2024-10-01,88709
Bankstown Station,2024-11-01,210215
Bankstown Station,2024-12-01,117328
Bankstown Station,2025-01-01,57842
Bankstown Station,2025-02-01,123697
Bankstown Station,2025-03-01,153232
Bankstown Station,2025-04-01,122105
Bankstown Station,2025-05-01,824
Bankstown Station,2025-06-01,7462
Bankstown Station,2025-07-01,184333
Bankstown Station,2025-08-01,179414
Bankstown Station,2025-09-01,181643
Bardwell Park Station,2016-07-01,52320
Bardwell Park Station,2016-08-01,59640
Bardwell Park Station,2016-09-01,56990
Bardwell Park Station,2016-10-01,56270
Bardwell Park Station,2016-11-01,56690
Bardwell Park Station,2016-12-01,51910
Bardwell Park Station,2017-01-01,47680
Bardwell Park Station,2017-02-01,53600
Bardwell Park Station,2017-03-01,61950
Bardwell Park Station,2017-04-01,51400
Bardwell Park Station,2017-05-01,65450
Bardwell Park Station,2017-06-01,59310
Bardwell Park Station,2017-07-01,56840
Bardwell Park Station,2017-08-01,60880
Bardwell Park Station,2017-09-01,58110
Bardwell Park Station,2017-10-01,58850
Bardwell Park Station,2017-11-01,60640
Bardwell Park Station,2017-12-01,54670
Bardwell Park Station,2018-01-01,49580
Bardwell Park Station,2018-02-01,53230
Bardwell Park Station,2018-03-01,61460
Bardwell Park Station,2018-04-01,54270
Bardwell Park Station,2018-05-01,65060
Bardwell Park Station,2018-06-01,56260
Bardwell Park Station,2018-07-01,58010
Bardwell Park Station,2018-08-01,62640
Bardwell Park Station,2018-09-01,54670
Bardwell Park Station,2018-10-01,61220
Bardwell Park Station,2018-11-01,61990
Bardwell Park Station,2018-12-01,52170
Bardwell Park Station,2019-01-01,53510
Bardwell Park Station,2019-02-01,58650
Bardwell Park Station,2019-03-01,65420
Bardwell Park Station,2019-04-01,57880
Bardwell Park Station,2019-05-01,65650
Bardwell Park Station,2019-06-01,58130
Bardwell Park Station,2019-07-01,64030
Bardwell Park Station,2019-08-01,64130
Bardwell Park Station,2019-09-01,59280
Bardwell Park Station,2019-10-01,64360
Bardwell Park Station,2019-11-01,63690
Bardwell Park Station,2019-12-01,57550
Bardwell Park Station,2020-01-01,54550
Bardwell Park Station,2020-02-01,55900
Bardwell Park Station,2020-03-01,43070
Bardwell Park Station,2020-04-01,9390
Bardwell Park Station,2020-05-01,14540
Bardwell Park Station,2020-06-01,23940
Bardwell Park Station,2020-07-01,26550
Bardwell Park Station,2020-08-01,25860
Bardwell Park Station,2020-09-01,28210
Bardwell Park Station,2020-10-01,29830
Bardwell Park Station,2020-11-01,31590
Bardwell Park Station,2020-12-01,28610
Bardwell Park Station,2021-01-01,23830
Bardwell Park Station,2021-02-01,33320
Bardwell Park Station,2021-03-01,39840
Bardwell Park Station,2021-04-01,37960
Bardwell Park Station,2021-05-01,39630
Bardwell Park Station,2021-06-01,31360
Bardwell Park Station,2021-07-01,8170
Bardwell Park Station,2021-08-01,5570
Bardwell Park Station,2021-09-01,6610
Bardwell Park Station,2021-10-01,15060
Bardwell Park Station,2021-11-01,25180
Bardwell Park Station,2021-12-01,24070
Bardwell Park Station,2022-01-01,17280
Bardwell Park Station,2022-02-01,21000
Bardwell Park Station,2022-03-01,28270
Bardwell Park Station,2022-04-01,28850
Bardwell Park Station,2022-05-01,34490
Bardwell Park Station,2022-06-01,34950
Bardwell Park Station,2022-07-01,30170
Bardwell Park Station,2022-08-01,29830
Bardwell Park Station,2022-09-01,34400
Bardwell Park Station,2022-10-01,37360
Bardwell Park Station,2022-11-01,31180
Bardwell Park Station,2022-12-01,34880
Bardwell Park Station,2023-01-01,34470
Bardwell Park Station,2023-02-01,38020
Bardwell Park Station,2023-03-01,46050
Bardwell Park Station,2023-04-01,38500
Bardwell Park Station,2023-05-01,47830
Bardwell Park Station,2023-06-01,43090
Bardwell Park Station,2023-07-01,44930
Bardwell Park Station,2023-08-01,47610
Bardwell Park Station,2023-09-01,44690
Bardwell Park Station,2023-10-01,47210
Bardwell Park Station,2023-11-01,45950
Bardwell Park Station,2023-12-01,42900
Bardwell Park Station,2024-01-01,45000
Bardwell Park Station,2024-02-01,49890
Bardwell Park Station,2024-03-01,50410
Bardwell Park Station,2024-04-01,49100
Bardwell Park Station,2024-05-01,50530
Bardwell Park Station,2024-06-01,44570
Bardwell Park Station,2024-10-01,54545
Bardwell Park Station,2024-11-01,50912
Bardwell Park Station,2024-12-01,44146
Bardwell Park Station,2025-01-01,39406
Bardwell Park Station,2025-02-01,45331
Bardwell Park Station,2025-03-01,48237
Bardwell Park Station,2025-04-01,43254
Bardwell Park Station,2025-05-01,42068
Bardwell Park Station,2025-06-01,44134
Bardwell Park Station,2025-07-01,41584
Bardwell Park Station,2025-08-01,43076
Bardwell Park Station,2025-09-01,42009
Beecroft Station,2016-07-01,87100
Beecroft Station,2016-08-01,101820
Beecroft Station,2016-09-01,96250
Beecroft Station,2016-10-01,92240
Beecroft Station,2016-11-01,98020
Beecroft Station,2016-12-01,83590
Beecroft Station,2017-01-01,77980
Beecroft Station,2017-02-01,92890
Beecroft Station,2017-03-01,107940
Beecroft Station,2017-04-01,87630
Beecroft Station,2017-05-01,112640
Beecroft Station,2017-06-01,95060
Beecroft Station,2017-07-01,95910
Beecroft Station,2017-08-01,107910
Beecroft Station,2017-09-01,101810
Beecroft Station,2017-10-01,101600
Beecroft Station,2017-11-01,107510
Beecroft Station,2017-12-01,87010
Beecroft Station,2018-01-01,63950
Beecroft Station,2018-02-01,97820
Beecroft Station,2018-03-01,111290
Beecroft Station,2018-04-01,99390
Beecroft Station,2018-05-01,120460
Beecroft Station,2018-06-01,101120
Beecroft Station,2018-07-01,102420
Beecroft Station,2018-08-01,112870
Beecroft Station,2018-09-01,102980
Beecroft Station,2018-10-01,109940
Beecroft Station,2018-11-01,116160
Beecroft Station,2018-12-01,86300
Beecroft Station,2019-01-01,84010
Beecroft Station,2019-02-01,105710
Beecroft Station,2019-03-01,115190
Beecroft Station,2019-04-01,100600
Beecroft Station,2019-05-01,116390
Beecroft Station,2019-06-01,79110
Beecroft Station,2019-07-01,83370
Beecroft Station,2019-08-01,94520
Beecroft Station,2019-09-01,88240
Beecroft Station,2019-10-01,86270
Beecroft Station,2019-11-01,90870
Beecroft Station,2019-12-01,75270
Beecroft Station,2020-01-01,67310
Beecroft Station,2020-02-01,79800
Beecroft Station,2020-03-01,54490
Beecroft Station,2020-04-01,9120
Beecroft Station,2020-05-01,19080
Beecroft Station,2020-06-01,31350
Beecroft Station,2020-07-01,34550
Beecroft Station,2020-08-01,34600
Beecroft Station,2020-09-01,37760
Beecroft Station,2020-10-01,38930
Beecroft Station,2020-11-01,42650
Beecroft Station,2020-12-01,38380
Beecroft Station,2021-01-01,30890
Beecroft Station,2021-02-01,46540
Beecroft Station,2021-03-01,53500
Beecroft Station,2021-04-01,51250
Beecroft Station,2021-05-01,55340
Beecroft Station,2021-06-01,41850
Beecroft Station,2021-07-01,9690
Beecroft Station,2021-08-01,8280
Beecroft Station,2021-09-01,9110
Beecroft Station,2021-10-01,19320
Beecroft Station,2021-11-01,37390
Beecroft Station,2021-12-01,33450
Beecroft Station,2022-01-01,21140
Beecroft Station,2022-02-01,33020
Beecroft Station,2022-03-01,36360
Beecroft Station,2022-04-01,39320
Beecroft Station,2022-05-01,48760
Beecroft Station,2022-06-01,43290
Beecroft Station,2022-07-01,36750
Beecroft Station,2022-08-01,46490
Beecroft Station,2022-09-01,46150
Beecroft Station,2022-10-01,47760
Beecroft Station,2022-11-01,43000
Beecroft Station,2022-12-01,47550
Beecroft Station,2023-01-01,43660
Beecroft Station,2023-02-01,56950
Beecroft Station,2023-03-01,61540
Beecroft Station,2023-04-01,49120
Beecroft Station,2023-05-01,63560
Beecroft Station,2023-06-01,54820
Beecroft Station,2023-07-01,55310
Beecroft Station,2023-08-01,63640
Beecroft Station,2023-09-01,60300
Beecroft Station,2023-10-01,60100
Beecroft Station,2023-11-01,63210
Beecroft Station,2023-12-01,52480
Beecroft Station,2024-01-01,45830
Beecroft Station,2024-02-01,66120
Beecroft Station,2024-03-01,67880
Beecroft Station,2024-04-01,58710
Beecroft Station,2024-05-01,69620
Beecroft Station,2024-06-01,57600
Beecroft Station,2024-10-01,65455
Beecroft Station,2024-11-01,61712
Beecroft Station,2024-12-01,51091
Beecroft Station,2025-01-01,42950
Beecroft Station,2025-02-01,56352
Beecroft Station,2025-03-01,67558
Beecroft Station,2025-04-01,57683
Beecroft Station,2025-05-01,59496
Beecroft Station,2025-06-01,59931
Beecroft Station,2025-07-01,55252
Beecroft Station,2025-08-01,59746
Beecroft Station,2025-09-01,60747
Belmore Station,2016-07-01,116820
Belmore Station,2016-08-01,144340
Belmore Station,2016-09-01,138220
Belmore Station,2016-10-01,136050
Belmore Station,2016-11-01,138660
Belmore Station,2016-12-01,119920
Belmore Station,2017-01-01,117350
Belmore Station,2017-02-01,125830
Belmore Station,2017-03-01,153350
Belmore Station,2017-04-01,131670
Belmore Station,2017-05-01,158800
Belmore Station,2017-06-01,143480
Belmore Station,2017-07-01,137480
Belmore Station,2017-08-01,155250
Belmore Station,2017-09-01,145160
Belmore Station,2017-10-01,150260
Belmore Station,2017-11-01,150520
Belmore Station,2017-12-01,130110
Belmore Station,2018-01-01,123960
Belmore Station,2018-02-01,125030
Belmore Station,2018-03-01,150960
Belmore Station,2018-04-01,139490
Belmore Station,2018-05-01,157130
Belmore Station,2018-06-01,138380
Belmore Station,2018-07-01,146270
Belmore Station,2018-08-01,149810
Belmore Station,2018-09-01,143510
Belmore Station,2018-10-01,147700
Belmore Station,2018-11-01,140830
Belmore Station,2018-12-01,133730
Belmore Station,2019-01-01,126240
Belmore Station,2019-02-01,135610
Belmore Station,2019-03-01,153490
Belmore Station,2019-04-01,141870
Belmore Station,2019-05-01,163950
Belmore Station,2019-06-01,137210
Belmore Station,2019-07-01,152230
Belmore Station,2019-08-01,147900
Belmore Station,2019-09-01,146910
Belmore Station,2019-10-01,151770
Belmore Station,2019-11-01,142620
Belmore Station,2019-12-01,128010
Belmore Station,2020-01-01,121700
Belmore Station,2020-02-01,127420
Belmore Station,2020-03-01,99110
Belmore Station,2020-04-01,39150
Belmore Station,2020-05-01,50600
Belmore Station,2020-06-01,77260
Belmore Station,2020-07-01,82010
Belmore Station,2020-08-01,74880
Belmore Station,2020-09-01,79950
Belmore Station,2020-10-01,82140
Belmore Station,2020-11-01,84770
Belmore Station,2020-12-01,72180
Belmore Station,2021-01-01,65620
Belmore Station,2021-02-01,82520
Belmore Station,2021-03-01,91310
Belmore Station,2021-04-01,92580
Belmore Station,2021-05-01,92150
Belmore Station,2021-06-01,75410
Belmore Station,2021-07-01,18710
Belmore Station,2021-08-01,20910
Belmore Station,2021-09-01,25470
Belmore Station,2021-10-01,41150
Belmore Station,2021-11-01,62920
Belmore Station,2021-12-01,53730
Belmore Station,2022-01-01,41580
Belmore Station,2022-02-01,52330
Belmore Station,2022-03-01,62820
Belmore Station,2022-04-01,74920
Belmore Station,2022-05-01,82130
Belmore Station,2022-06-01,85430
Belmore Station,2022-07-01,49620
Belmore Station,2022-08-01,66980
Belmore Station,2022-09-01,60020
Belmore Station,2022-10-01,65680
Belmore Station,2022-11-01,64200
Belmore Station,2022-12-01,85240
Belmore Station,2023-01-01,83050
Belmore Station,2023-02-01,86140
Belmore Station,2023-03-01,107870
Belmore Station,2023-04-01,77700
Belmore Station,2023-05-01,96060
Belmore Station,2023-06-01,102730
Belmore Station,2023-07-01,68490
Belmore Station,2023-08-01,106690
Belmore Station,2023-09-01,82630
Belmore Station,2023-10-01,84770
Belmore Station,2023-11-01,102870
Belmore Station,2023-12-01,88080
Belmore Station,2024-01-01,29850
Belmore Station,2024-02-01,91960
Belmore Station,2024-03-01,106640
Belmore Station,2024-04-01,62970
Belmore Station,2024-05-01,99490
Belmore Station,2024-06-01,87380
Belmore Station,2024-12-01,50
Belmore Station,2025-01-01,50
Belmore Station,2025-03-01,50
Belmore Station,2025-07-01,50
Berala Station,2016-07-01,80150
Berala Station,2016-08-01,97850
Berala Station,2016-09-01,91460
Berala Station,2016-10-01,92460
Berala Station,2016-11-01,92990
Berala Station,2016-12-01,79890
Berala Station,2017-01-01,78510
Berala Station,2017-02-01,82770
Berala Station,2017-03-01,96120
Berala Station,2017-04-01,87090
Berala Station,2017-05-01,98590
Berala Station,2017-06-01,91760
Berala Station,2017-07-01,91600
Berala Station,2017-08-01,105270
Berala Station,2017-09-01,100290
Berala Station,2017-10-01,104730
Berala Station,2017-11-01,107910
Berala Station,2017-12-01,99100
Berala Station,2018-01-01,91500
Berala Station,2018-02-01,95270
Berala Station,2018-03-01,117550
Berala Station,2018-04-01,107050
Berala Station,2018-05-01,121880
Berala Station,2018-06-01,106450
Berala Station,2018-07-01,116890
Berala Station,2018-08-01,116390
Berala Station,2018-09-01,113530
Berala Station,2018-10-01,111560
Berala Station,2018-11-01,113630
Berala Station,2018-12-01,102000
Berala Station,2019-01-01,97930
Berala Station,2019-02-01,105220
Berala Station,2019-03-01,119870
Berala Station,2019-04-01,112340
Berala Station,2019-05-01,126210
Berala Station,2019-06-01,106840
Berala Station,2019-07-01,119750
Berala Station,2019-08-01,122550
Berala Station,2019-09-01,116910
Berala Station,2019-10-01,116800
Berala Station,2019-11-01,111360
Berala Station,2019-12-01,112580
Berala Station,2020-01-01,101020
Berala Station,2020-02-01,98740
Berala Station,2020-03-01,81680
Berala Station,2020-04-01,35910
Berala Station,2020-05-01,48570
Berala Station,2020-06-01,65390
Berala Station,2020-07-01,66450
Berala Station,2020-08-01,64550
Berala Station,2020-09-01,68390
Berala Station,2020-10-01,67110
Berala Station,2020-11-01,69950
Berala Station,2020-12-01,65370
Berala Station,2021-01-01,45530
Berala Station,2021-02-01,59530
Berala Station,2021-03-01,71490
Berala Station,2021-04-01,71940
Berala Station,2021-05-01,74110
Berala Station,2021-06-01,64010
Berala Station,2021-07-01,26120
Berala Station,2021-08-01,18640
Berala Station,2021-09-01,20770
Berala Station,2021-10-01,34320
Berala Station,2021-11-01,55160
Berala Station,2021-12-01,46800
Berala Station,2022-01-01,38440
Berala Station,2022-02-01,34670
Berala Station,2022-03-01,49630
Berala Station,2022-04-01,56810
Berala Station,2022-05-01,63910
Berala Station,2022-06-01,66160
Berala Station,2022-07-01,49350
Berala Station,2022-08-01,55520
Berala Station,2022-09-01,58230
Berala Station,2022-10-01,58930
Berala Station,2022-11-01,50560
Berala Station,2022-12-01,64540
Berala Station,2023-01-01,64650
Berala Station,2023-02-01,65870
Berala Station,2023-03-01,80040
Berala Station,2023-04-01,61680
Berala Station,2023-05-01,78860
Berala Station,2023-06-01,79940
Berala Station,2023-07-01,74420
Berala Station,2023-08-01,90380
Berala Station,2023-09-01,79130
Berala Station,2023-10-01,77810
Berala Station,2023-11-01,79580
Berala Station,2023-12-01,63150
Berala Station,2024-01-01,51530
Berala Station,2024-02-01,79270
Berala Station,2024-03-01,86680
Berala Station,2024-04-01,69380
Berala Station,2024-05-01,90070
Berala Station,2024-06-01,79640
Berala Station,2024-10-01,81044
Berala Station,2024-11-01,89035
Berala Station,2024-12-01,77977
Berala Station,2025-01-01,64491
Berala Station,2025-02-01,77073
Berala Station,2025-03-01,91151
Berala Station,2025-04-01,86040
Berala Station,2025-05-01,63804
Berala Station,2025-06-01,66560
Berala Station,2025-07-01,90281
Berala Station,2025-08-01,89018
Berala Station,2025-09-01,90207
Berowra Station,2016-07-01,64290
Berowra Station,2016-08-01,74360
Berowra Station,2016-09-01,71290
Berowra Station,2016-10-01,67520
Berowra Station,2016-11-01,73490
Berowra Station,2016-12-01,60970
Berowra Station,2017-01-01,60610
Berowra Station,2017-02-01,71230
Berowra Station,2017-03-01,82570
Berowra Station,2017-04-01,65540
Berowra Station,2017-05-01,84450
Berowra Station,2017-06-01,71390
Berowra Station,2017-07-01,72570
Berowra Station,2017-08-01,79650
Berowra Station,2017-09-01,74730
Berowra Station,2017-10-01,75020
Berowra Station,2017-11-01,79380
Berowra Station,2017-12-01,73490
Berowra Station,2018-01-01,115610
Berowra Station,2018-02-01,73530
Berowra Station,2018-03-01,80070
